stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,day_or_night_release,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,night_release,include,week_released,year_released,mark_type
clear creek,ucc,CLR661,2016-02-09,18:18:00,clear creek road bridge,not recorded,517,37,NA,not recorded,not recorded,not recorded,not recorded,1,264,49.25,2.21,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR662,2016-02-23,17:34:00,clear creek road bridge,not recorded,507,36,NA,not recorded,not recorded,not recorded,not recorded,1,254,50.18,1.49,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR663,2016-02-23,17:48:00,vulture bar,not recorded,499,36,NA,not recorded,not recorded,not recorded,not recorded,1,254,49.96,1.58,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR664,2016-03-08,18:15:00,vulture bar,not recorded,488,36,NA,not recorded,not recorded,not recorded,not recorded,1,382,50,2.93,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR665,2016-03-08,18:34:00,clear creek road bridge,not recorded,480,37,NA,not recorded,not recorded,not recorded,not recorded,1,382,49.74,1.92,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR666,2016-11-22,16:45:00,clear creek road bridge,not recorded,264,33.5,NA,not recorded,not recorded,not recorded,not recorded,0,303,54.8,1.37,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR667,2016-11-28,16:30:00,clear creek road bridge,not recorded,268,33.5,NA,not recorded,not recorded,not recorded,not recorded,0,320,53.38,1.5,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR668,2016-12-02,16:38:00,clear creek road bridge,not recorded,323,34,NA,not recorded,not recorded,not recorded,not recorded,0,283,51.94,0.9,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR669,2016-12-05,16:40:00,clear creek road bridge,not recorded,322,34,NA,not recorded,not recorded,not recorded,not recorded,1,273,51.37,1.95,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR670,2016-12-08,16:35:00,clear creek road bridge,not recorded,467,34,NA,not recorded,not recorded,not recorded,not recorded,0,276,49.47,0.8,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR671,2016-12-12,16:36:00,clear creek road bridge,not recorded,286,34.5,NA,not recorded,not recorded,not recorded,not recorded,0,451,49.56,1.54,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR672,2016-12-20,16:56:00,vulture bar,not recorded,642,34.5,NA,not recorded,not recorded,not recorded,not recorded,1,310,47.74,3.27,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR673,2016-12-27,17:01:00,vulture bar,not recorded,360,35.5,NA,not recorded,not recorded,not recorded,not recorded,1,313,46.08,3,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR674,2016-12-31,16:40:00,vulture bar,not recorded,383,35.5,NA,not recorded,not recorded,not recorded,not recorded,1,289,46.3,1.94,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR675,2017-01-04,17:10:00,vulture bar,not recorded,500,36,NA,not recorded,not recorded,not recorded,not recorded,1,375,45.99,3.96,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR676,2017-01-25,16:55:00,vulture bar,not recorded,552,37,NA,not recorded,not recorded,not recorded,not recorded,1,554,45.31,7.54,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR677,2017-01-29,17:25:00,vulture bar,not recorded,769,36.5,NA,not recorded,not recorded,not recorded,not recorded,1,434,44.63,5.53,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR678,2017-12-07,16:30:00,clear creek road bridge,not recorded,130,34,NA,not recorded,not recorded,not recorded,not recorded,1,211,50.84,1.33,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR679,2017-12-12,16:28:00,clear creek road bridge,not recorded,179,35,NA,not recorded,not recorded,not recorded,not recorded,1,211,49.78,1.21,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR680,2017-12-15,16:36:00,clear creek road bridge,not recorded,135,36,NA,not recorded,not recorded,not recorded,not recorded,1,211,49.87,1.13,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR681,2017-12-19,16:19:00,clear creek road bridge,not recorded,237,35,NA,not recorded,not recorded,not recorded,not recorded,1,214,49.29,1.25,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR682,2018-01-12,17:04:00,vulture bar,not recorded,272,33,NA,not recorded,not recorded,not recorded,not recorded,1,217,49.83,2.04,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR683,2018-01-16,17:09:00,vulture bar,not recorded,509,32,NA,not recorded,not recorded,not recorded,not recorded,1,217,48.45,1.48,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR684,2018-01-22,20:00:00,vulture bar,not recorded,504,33,NA,not recorded,not recorded,not recorded,not recorded,0,237,48.18,2.13,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR685,2018-02-01,17:28:00,vulture bar,not recorded,494,33,NA,not recorded,not recorded,not recorded,not recorded,1,214,50.97,1.98,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR686,2018-02-07,17:35:00,vulture bar,not recorded,496,33,NA,not recorded,not recorded,not recorded,not recorded,1,209,51.19,1.39,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR687,2018-02-14,17:44:00,vulture bar,not recorded,491,32,NA,not recorded,not recorded,not recorded,not recorded,1,209,45.08,1.55,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR688,2018-03-17,19:09:00,vulture bar,not recorded,466,37,NA,not recorded,not recorded,not recorded,not recorded,1,242,50.71,1.6,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR689,2019-01-23,17:14:00,grand matthews permanent turbidity monitoring site,not recorded,420,36,NA,not recorded,not recorded,not recorded,not recorded,1,321,48.49,11.3,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR690,2019-01-29,17:11:00,vulture bar,not recorded,600,36,NA,not recorded,not recorded,not recorded,not recorded,1,275,50.71,7.61,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR691,2019-02-05,17:07:00,vulture bar,not recorded,832,37,NA,not recorded,not recorded,not recorded,not recorded,1,398,47.65,15.4,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR692,2019-02-19,17:10:00,vulture bar,not recorded,806,35,NA,not recorded,not recorded,not recorded,not recorded,0,345,46.84,3.99,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR693,2019-01-02,16:55:00,clear creek road bridge,not recorded,392,36,NA,not recorded,not recorded,not recorded,not recorded,1,239,48.49,3.29,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR694,2019-12-12,17:00:00,vulture bar,not recorded,416,34,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.39,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR695,2019-12-12,17:22:00,clear creek road bridge,not recorded,218,34,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.65,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR696,2019-12-26,17:39:00,clear creek road bridge,not recorded,204,35,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR697,2019-12-30,19:01:00,clear creek road bridge,not recorded,355,35,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.65,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR698,2020-01-04,16:50:00,clear creek road bridge,not recorded,248,35,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.52,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR699,2020-01-08,16:44:00,vulture bar,not recorded,494,35,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,2.31,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR700,2020-01-15,18:05:00,vulture bar,not recorded,405,36,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,2.38,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR701,2020-01-23,17:16:00,vulture bar,not recorded,537,37,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,2.42,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR702,2020-01-31,17:45:00,vulture bar,not recorded,500,36,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.61,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR703,2020-02-07,18:03:00,vulture bar,not recorded,530,36,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,1.4,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR704,2020-02-19,17:49:00,vulture bar,not recorded,650,36,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,1.38,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR705,2020-03-03,18:04:00,vulture bar,not recorded,545,36,NA,not recorded,not recorded,not recorded,not recorded,3,NA,NA,2.49,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR706,2020-12-08,17:03:00,clear creek road bridge,not recorded,301,34,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,1.38,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR707,2020-12-15,17:48:00,clear creek road bridge,not recorded,296,34,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,1.43,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR708,2020-12-22,17:45:00,clear creek road bridge,not recorded,296,33,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,1.18,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR709,2020-12-25,16:51:00,vulture bar,not recorded,437,35,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.1,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR710,2020-12-28,18:06:00,clear creek road bridge,not recorded,365,37,NA,not recorded,not recorded,not recorded,not recorded,0,NA,NA,1.7,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR711,2021-01-05,17:10:00,vulture bar,not recorded,426,37,NA,not recorded,not recorded,not recorded,not recorded,0,NA,NA,2.04,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR712,2021-01-11,17:34:00,vulture bar,not recorded,397,38,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,3.16,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR713,2021-01-19,18:35:00,vulture bar,not recorded,412,37,NA,not recorded,not recorded,not recorded,not recorded,0,NA,NA,1.24,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR714,2021-01-19,19:00:00,clear creek road bridge,not recorded,336,37,NA,not recorded,not recorded,not recorded,not recorded,0,NA,NA,0.66,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR715,2021-02-16,18:50:00,clear creek road bridge,not recorded,326,38,NA,not recorded,not recorded,not recorded,not recorded,1,NA,NA,2.58,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT96,2004-01-14,15:46:00,not recorded,not recorded,147,35,NA,natural,not recorded,not recorded,not recorded,1,445,46.5,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT97,2004-01-27,23:23:00,not recorded,not recorded,428,38,NA,natural,not recorded,not recorded,not recorded,1,750,45.2,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT98,2004-01-30,17:02:00,not recorded,not recorded,387,36,NA,natural,not recorded,not recorded,not recorded,1,490,48.8,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT99,2004-02-06,17:00:00,not recorded,not recorded,390,37,NA,natural,not recorded,not recorded,not recorded,1,495,47.1,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT100,2004-02-10,19:12:00,not recorded,not recorded,399,37,NA,natural,not recorded,not recorded,not recorded,1,432,47.4,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT101,2004-02-13,18:05:00,not recorded,not recorded,400,37,NA,natural,not recorded,not recorded,not recorded,1,407,47.4,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT102,2004-02-24,14:28:00,not recorded,not recorded,282,37,NA,natural,not recorded,not recorded,not recorded,1,892,49.3,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT103,2004-03-05,18:49:00,not recorded,not recorded,300,37,NA,natural,not recorded,not recorded,not recorded,1,690,49.9,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT104,2004-03-09,17:13:00,not recorded,not recorded,425,37,NA,natural,not recorded,not recorded,not recorded,1,657,56,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT105,2004-03-12,17:40:00,not recorded,not recorded,450,36,NA,natural,not recorded,not recorded,not recorded,1,668,55.2,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT106,2004-03-26,18:05:00,not recorded,not recorded,269,37,NA,natural,not recorded,not recorded,not recorded,1,722,49.3,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT107,2004-04-02,18:10:00,not recorded,not recorded,272,65,NA,natural,not recorded,not recorded,not recorded,1,578,54.1,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT108,2004-04-09,15:35:00,not recorded,not recorded,157,70,NA,natural,not recorded,not recorded,not recorded,1,593,57.7,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT109,2004-04-16,14:06:00,not recorded,not recorded,597,56,NA,natural,not recorded,not recorded,not recorded,1,542,51.8,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT110,2005-01-04,21:00:00,not recorded,not recorded,105,36,NA,natural,not recorded,not recorded,not recorded,1,391,45.43,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT111,2005-01-11,13:30:00,not recorded,not recorded,91,37,NA,natural,not recorded,not recorded,not recorded,1,601,46.82,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT112,2005-01-14,14:27:00,not recorded,not recorded,130,37,NA,natural,not recorded,not recorded,not recorded,1,345,45.43,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT113,2005-01-21,19:50:00,not recorded,not recorded,380,36,NA,natural,not recorded,not recorded,not recorded,1,310,49.31,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT114,2005-01-25,19:29:00,not recorded,not recorded,388,37,NA,natural,not recorded,not recorded,not recorded,1,321,51.27,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT115,2005-01-28,18:35:00,not recorded,not recorded,403,38,NA,natural,not recorded,not recorded,not recorded,0,605,49.59,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT116,2005-02-01,19:05:00,not recorded,not recorded,413,37,NA,natural,not recorded,not recorded,not recorded,1,363,48.48,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT117,2005-02-04,19:38:00,not recorded,not recorded,448,37,NA,natural,not recorded,not recorded,not recorded,1,340,49.59,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT118,2005-02-08,17:39:00,not recorded,not recorded,399,37,NA,natural,not recorded,not recorded,not recorded,1,321,50.15,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT119,2005-02-11,19:58:00,not recorded,not recorded,415,37,NA,natural,not recorded,not recorded,not recorded,1,307,49.31,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT120,2005-02-15,19:38:00,not recorded,not recorded,440,36,NA,natural,not recorded,not recorded,not recorded,1,370,49.59,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT121,2005-02-18,19:50:00,not recorded,not recorded,408,37,NA,natural,not recorded,not recorded,not recorded,1,363,50.71,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT122,2005-02-22,19:21:00,not recorded,not recorded,431,37,NA,natural,not recorded,not recorded,not recorded,1,402,52.66,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT123,2005-02-25,19:40:00,not recorded,not recorded,408,36,NA,natural,not recorded,not recorded,not recorded,1,367,53.22,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT124,2005-03-01,17:52:00,not recorded,not recorded,403,37,NA,natural,not recorded,not recorded,not recorded,1,414,51.27,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT125,2005-03-04,18:46:00,not recorded,not recorded,273,36,NA,natural,not recorded,not recorded,not recorded,1,430,53.78,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT126,2005-03-08,20:05:00,not recorded,not recorded,525,35,NA,natural,not recorded,not recorded,not recorded,1,374,55.72,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT127,2005-03-11,19:50:00,not recorded,not recorded,387,35,NA,natural,not recorded,not recorded,not recorded,1,382,56.83,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT128,2005-03-15,18:37:00,not recorded,not recorded,318,34,NA,natural,not recorded,not recorded,not recorded,1,355,53.78,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT129,2005-03-22,18:22:00,not recorded,not recorded,114,41,NA,natural,not recorded,not recorded,not recorded,1,592,53.22,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT130,2005-03-25,20:31:00,not recorded,not recorded,111,37,NA,natural,not recorded,not recorded,not recorded,1,390,NA,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT131,2005-04-01,18:10:00,not recorded,not recorded,237,45,NA,natural,not recorded,not recorded,not recorded,1,398,53.78,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT132,2005-04-05,18:57:00,not recorded,not recorded,152,37,NA,natural,not recorded,not recorded,not recorded,1,394,55.45,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT133,2005-04-08,18:45:00,not recorded,not recorded,198,39,NA,natural,not recorded,not recorded,not recorded,1,588,51.83,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT134,2005-04-12,19:24:00,not recorded,not recorded,171,42,NA,natural,not recorded,not recorded,not recorded,1,438,54.89,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT135,2005-04-15,19:11:00,not recorded,not recorded,383,36,NA,natural,not recorded,not recorded,not recorded,1,402,55.72,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT136,2005-04-19,19:56:00,not recorded,not recorded,89,39,NA,natural,not recorded,not recorded,not recorded,1,414,55.17,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT137,2005-04-29,17:27:00,not recorded,not recorded,100,35,NA,natural,not recorded,not recorded,not recorded,1,458,58.8,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT138,2005-05-06,15:46:00,not recorded,not recorded,113,36,NA,natural,not recorded,not recorded,not recorded,1,623,55.45,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT139,2005-05-13,16:54:00,not recorded,not recorded,65,41,NA,natural,not recorded,not recorded,not recorded,1,668,60.79,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT140,2006-01-31,16:00:00,not recorded,not recorded,197,36,NA,natural,not recorded,not recorded,not recorded,1,944,45.71,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT141,2006-02-07,18:30:00,not recorded,not recorded,209,37,NA,natural,not recorded,not recorded,not recorded,0,905,49.03,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT142,2006-02-10,17:25:00,not recorded,not recorded,298,NA,NA,natural,not recorded,not recorded,not recorded,1,767,49.87,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT143,2006-02-17,14:15:00,not recorded,not recorded,410,37,NA,natural,not recorded,not recorded,not recorded,1,627,45.15,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT144,2006-02-24,18:15:00,not recorded,not recorded,425,37,NA,natural,not recorded,not recorded,not recorded,1,561,49.59,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT145,2006-03-21,18:21:00,not recorded,not recorded,464,36,NA,natural,not recorded,not recorded,not recorded,1,772,49.03,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT146,2007-12-29,17:40:00,not recorded,not recorded,249,38,NA,hatchery,not recorded,not recorded,not recorded,1,371,43.79,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT147,2008-01-01,19:35:00,not recorded,not recorded,254,38,NA,hatchery,not recorded,not recorded,not recorded,1,248,44.91,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT148,2008-01-09,02:05:00,not recorded,not recorded,503,38,NA,hatchery,not recorded,not recorded,not recorded,1,599,44.63,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT149,2008-01-09,02:05:00,not recorded,not recorded,481,36,NA,natural,not recorded,not recorded,not recorded,1,599,44.63,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT150,2008-01-12,19:37:00,not recorded,not recorded,291,38,NA,hatchery,not recorded,not recorded,not recorded,1,468,48.8,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT151,2008-01-12,19:37:00,not recorded,not recorded,303,37,NA,natural,not recorded,not recorded,not recorded,1,468,48.8,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT152,2008-01-15,20:19:00,not recorded,not recorded,301,38,NA,hatchery,not recorded,not recorded,not recorded,1,320,45.47,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT153,2008-01-15,20:19:00,not recorded,not recorded,305,37,NA,natural,not recorded,not recorded,not recorded,1,320,45.47,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT154,2008-01-19,20:36:00,not recorded,not recorded,304,38,NA,hatchery,not recorded,not recorded,not recorded,1,298,46.58,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT155,2008-01-19,20:36:00,not recorded,not recorded,335,38,NA,natural,not recorded,not recorded,not recorded,1,298,46.58,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT156,2008-01-23,19:15:00,not recorded,not recorded,299,39,NA,hatchery,not recorded,not recorded,not recorded,1,343,44.91,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT157,2008-01-23,19:15:00,not recorded,not recorded,286,37,NA,natural,not recorded,not recorded,not recorded,1,343,44.91,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT158,2008-01-27,21:30:00,not recorded,not recorded,182,40,NA,hatchery,not recorded,not recorded,not recorded,2,678,48.24,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT159,2008-01-27,21:30:00,not recorded,not recorded,266,38,NA,natural,not recorded,not recorded,not recorded,2,678,48.24,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT160,2008-01-29,19:40:00,not recorded,not recorded,299,41,NA,hatchery,not recorded,not recorded,not recorded,0,556,44.07,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT161,2008-01-29,19:40:00,not recorded,not recorded,303,37,NA,natural,not recorded,not recorded,not recorded,0,556,44.07,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT162,2008-02-03,08:40:00,not recorded,not recorded,308,39,NA,hatchery,not recorded,not recorded,not recorded,2,565,44.07,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT163,2008-02-03,08:40:00,not recorded,not recorded,308,37,NA,natural,not recorded,not recorded,not recorded,2,565,44.07,NA,FALSE,yes,NA,NA,NA
battle creek,ubc,BAT164,2008-02-05,20:30:00,not recorded,not recorded,301,39,NA,hatchery,not recorded,not recorded,not recorded,1,391,45.74,NA,TRUE,yes,NA,NA,NA
battle creek,ubc,BAT165,2008-02-05,20:30:00,not recorded,not recorded,303,37,NA,natural,not recorded,not recorded,not recorded,1,391,45.74,NA,TRUE,yes,NA,NA,NA
