date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
1998-05-15,10076,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-16,10071,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-17,10068,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-18,10064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-19,10075,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-20,10074,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-21,10074,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-22,10071,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-23,10061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-24,10063,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-25,10064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-26,9939,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-27,7501,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-28,7402,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-29,9641,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-30,10082,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-05-31,10061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-01,10068,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-02,9186,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-03,9091,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-04,9074,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-05,9090,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-06,9073,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-07,9075,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-08,9067,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-09,9072,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-10,9082,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-11,9084,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-12,9568,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-13,10843,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-14,12140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-15,12142,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-16,11623,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-17,10559,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-18,9562,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-19,8556,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-20,8038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-21,8038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-22,8049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-23,8061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-24,7689,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-25,7050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-26,7544,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-27,8073,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-28,8071,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-29,8047,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-06-30,8058,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-01,8045,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-02,8047,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-03,8058,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-04,8049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-05,8049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-06,7555,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-07,6534,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-08,6544,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-09,6537,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-10,6291,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-11,5287,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-12,5016,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-13,5026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-14,5026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-15,5011,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-16,5021,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-17,5010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-18,5009,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-19,5009,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-20,5022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-21,5027,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-22,5023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-23,5017,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-24,5022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-25,5019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-26,5014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-27,5015,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-28,5023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-29,5052,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-30,5025,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-07-31,5022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-01,5000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-02,5001,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-03,5011,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-04,5012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-05,5011,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-06,5023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-07,5196,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-08,6719,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-09,7054,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-10,7038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-11,6027,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-12,6035,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-13,6045,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-14,6018,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-15,6032,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-16,6036,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-17,6038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-18,6029,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-19,6050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-20,6031,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-21,6020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-22,6003,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-23,6004,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-24,6022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-25,6012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-26,5523,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-27,5518,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-28,5516,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-29,5507,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-30,5509,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-08-31,5526,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-01,5996,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-02,6488,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-03,6963,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-04,7543,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-05,7536,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-06,7536,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-07,7671,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-08,8045,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-09,7768,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-10,6588,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-11,5656,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-12,4666,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-13,4081,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-14,4019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-15,4022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-16,4643,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-17,5386,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-18,6039,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-19,6029,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-20,6029,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-21,6055,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-22,6059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-23,6055,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-24,6065,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-25,6065,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-26,6064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-27,6045,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-28,6033,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-29,6031,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-09-30,6043,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-01,6036,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-02,6040,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-03,6039,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-04,6027,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-05,5587,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-06,5092,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-07,4596,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-08,4087,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-09,3583,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-10,3071,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-11,2571,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-12,2524,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-13,2512,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-14,2493,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-15,2475,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-16,2477,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-17,2464,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-18,2461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-19,2461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-20,2457,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-21,2461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-22,2461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-23,2476,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-24,2455,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-25,2458,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-26,2454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-27,2456,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-28,2464,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-29,2473,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-30,2470,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-10-31,2473,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-01,2467,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-02,2316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-03,2109,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-04,1911,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-05,1815,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-06,1820,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-07,1820,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-08,1823,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-09,1817,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-10,1822,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-11,1818,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-12,1815,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-13,1818,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-14,1809,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-15,1823,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-16,1833,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-17,1826,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-18,1809,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-19,1808,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-20,1814,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-21,1906,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-22,2300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-23,2420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-24,2413,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-25,2409,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-26,2409,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-27,2421,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-28,2418,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-29,2425,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-11-30,2428,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-01,8351,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-02,15124,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-03,15127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-04,16128,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-05,17138,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-06,17130,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-07,17134,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-08,16130,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-09,14121,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-10,14124,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-11,14125,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-12,14126,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-13,14127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-14,14128,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-15,12620,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-16,10576,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-17,8563,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-18,8048,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-19,8054,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-20,8066,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-21,8077,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-22,8070,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-23,7060,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-24,6047,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-25,5049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-26,5037,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-27,5026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-28,5025,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-29,4274,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-30,3537,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1998-12-31,3527,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-01,3513,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-02,3509,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-03,3513,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-04,3522,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-05,3524,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-06,3283,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-07,2772,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-08,2406,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-09,2236,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-10,2061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-11,2005,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-12,2014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-13,1991,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-14,2000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-15,1999,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-16,2955,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-17,3985,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-18,5004,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-19,6037,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-20,7438,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-21,13816,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-22,14118,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-23,14117,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-24,14127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-25,14127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-26,14128,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-27,14125,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-28,14132,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-29,14125,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-30,12627,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-01-31,10607,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-01,9582,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-02,7303,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-03,7053,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-04,7514,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-05,11521,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-06,16127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-07,17129,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-08,15432,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-09,13334,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-10,16316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-11,17726,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-12,17723,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-13,17725,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-14,17742,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-15,17743,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-16,17808,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-17,19370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-18,24960,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-19,25180,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-20,25130,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-21,25140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-22,22770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-23,14203,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-24,14182,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-25,14155,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-26,14150,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-27,14147,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-02-28,14164,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-01,14145,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-02,14136,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-03,14144,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-04,16970,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-05,20100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-06,20100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-07,20100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
