date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
2021-04-26,11294,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-27,11344,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-28,12703,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-29,14381,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-30,15360,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-01,16561,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-02,15156,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-03,13954,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-04,12955,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-05,11659,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-06,11260,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-07,11454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-08,13430,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-09,13950,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-10,14260,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-11,15040,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-12,16140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-13,17350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-14,18050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-15,17540,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-16,18340,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-17,16150,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-18,14880,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-19,13550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-20,13250,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-21,14050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-22,12850,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-23,13930,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-24,14200,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-25,14480,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-26,14580,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-27,15100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-28,14550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-29,12003,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-30,11203,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-05-31,11102,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-01,10690,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-02,11103,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-03,10630,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-04,10300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-05,10580,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-06,11100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-07,11420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-08,11140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-09,10370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-10,10040,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-11,9560,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-12,8636,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-13,8197,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-14,6932,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-15,5900,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-16,6300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-17,5560,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-18,5077,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-19,4849,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-20,4949,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-21,4842,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-22,4982,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-23,5178,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-24,5001,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-25,4707,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-26,4327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-27,4598,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-28,4370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-29,4706,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-06-30,4810,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-01,4730,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-02,4660,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-03,4370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-04,4250,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-05,4710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-06,4370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-07,4830,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-08,4570,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-09,4520,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-10,4060,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-11,4180,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-12,4420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-13,4420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-14,4170,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-15,3874,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-16,3564,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-17,3066,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-18,3144,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-19,3256,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-20,3246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-21,3092,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-22,2892,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-23,2882,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-24,2491,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-25,2620,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-26,2875,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-27,2671,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-28,2706,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-29,2832,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-30,2907,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-07-31,2847,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-01,3049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-02,3203,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-03,3480,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-04,3610,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-05,3460,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-06,3330,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-07,3320,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-08,3110,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-09,3100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-10,3040,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-11,3080,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-12,3000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-13,2900,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-14,2710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-15,2850,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-16,2850,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-17,2731,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-18,2519,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-19,2446,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-20,2248,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-21,2028,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-22,2198,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-23,2269,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-24,2219,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-25,2399,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-26,2366,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-27,2326,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-28,2156,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-29,2316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-30,2317,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-08-31,2306,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-01,2307,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-02,2297,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-03,2288,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-04,2117,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-05,2286,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-06,2276,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-07,2272,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-08,2258,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-09,2247,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-10,2237,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-11,2076,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-12,2237,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-13,2295,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-14,2246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-15,2277,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-16,2220,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-17,2200,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-18,2499,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-19,2419,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-20,2372,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-21,2345,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-22,2365,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-23,2262,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-24,2133,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-25,1925,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-26,2186,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-27,2229,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-28,2205,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-29,2198,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-09-30,2258,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-01,2158,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-02,1897,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-03,2167,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-04,2146,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-05,2194,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-06,2206,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-07,2196,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-08,1966,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-09,1755,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-10,1835,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-11,2015,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-12,2128,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-13,2064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-14,2149,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-15,2001,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-16,2302,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-17,2732,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-18,3134,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-19,2946,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-20,3056,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-21,2413,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-22,1893,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-23,1762,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-24,2440,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-25,3610,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-26,3140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-27,3190,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-28,2840,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-29,2606,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-30,2209,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-10-31,2109,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-01,2240,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-02,2092,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-03,1928,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-04,1863,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-05,1794,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-06,1588,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-07,1587,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-08,1858,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-09,1848,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-10,1878,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-11,1608,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-12,1708,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-13,1629,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-14,1752,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-15,1873,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-16,1913,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-17,1873,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-18,1903,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-19,1802,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-20,1601,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-21,1882,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-22,2370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-23,2538,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-24,2047,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-25,2221,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-26,2353,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-27,2152,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-28,2554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-29,2481,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-11-30,2567,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-01,2898,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-02,4038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-03,2970,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-04,2504,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-05,2844,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-06,3352,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-07,3548,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-08,3412,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-09,2629,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-10,2688,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-11,2351,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-12,2590,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-13,2763,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-14,2773,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-15,2480,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-16,2306,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-17,2192,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-18,2123,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-19,2030,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-20,2599,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-21,2719,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-22,3669,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-23,4018,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-24,5178,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-25,5958,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-26,7420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-27,10159,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-28,6443,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-29,4143,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-30,3793,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-12-31,4441,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
