projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity
NA,NA,parrot-phelan,canal trap box,1996-04-02T09:20:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-03T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-04T08:00:00Z,continue trapping,not recorded,not recorded,NA,5.7,5.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-04T08:50:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-05T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-06T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-06T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-07T07:45:00Z,continue trapping,not recorded,not recorded,NA,5.7,5.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-08T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-08T08:30:00Z,continue trapping,not recorded,not recorded,NA,5.9,5.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-09T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-09T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-10T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-10T08:30:00Z,continue trapping,not recorded,not recorded,NA,5.8,5.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-11T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-11T08:45:00Z,continue trapping,not recorded,not recorded,NA,5.7,5.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-12T08:30:00Z,continue trapping,not recorded,not recorded,NA,7.7,7.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-13T08:30:00Z,continue trapping,not recorded,not recorded,NA,7.6,7.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-14T09:00:00Z,continue trapping,not recorded,not recorded,NA,7.5,7.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-15T09:00:00Z,continue trapping,not recorded,not recorded,NA,7.4,7.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-16T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-16T08:45:00Z,continue trapping,not recorded,not recorded,NA,7.7,7.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-17T08:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-17T08:45:00Z,continue trapping,not recorded,not recorded,NA,7.8,7.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-18T08:00:00Z,continue trapping,not recorded,not recorded,NA,8.2,8.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-18T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-04-19T08:20:00Z,continue trapping,not recorded,not recorded,NA,7.8,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-19T08:21:00Z,continue trapping,not recorded,not recorded,NA,7.8,7.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-20T09:00:00Z,continue trapping,not recorded,not recorded,NA,7.8,7.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-21T08:30:00Z,continue trapping,not recorded,not recorded,NA,8,8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,7.7,7.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-23T08:30:00Z,continue trapping,not recorded,not recorded,NA,7.9,7.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-24T08:40:00Z,continue trapping,not recorded,not recorded,NA,8,8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-25T10:15:00Z,continue trapping,not recorded,not recorded,NA,8.1,8.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-26T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-26T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-27T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-27T09:30:00Z,continue trapping,not recorded,not recorded,NA,7.8,7.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-28T10:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-04-29T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-04-29T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-10-24T08:00:00Z,continue trapping,not recorded,not recorded,NA,2,2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-10-24T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-10-26T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.9,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-10-27T08:00:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-10-29T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-10-30T08:30:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-18T07:30:00Z,continue trapping,not recorded,not recorded,NA,1.6,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-11-18T07:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-11-20T07:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-20T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-21T08:30:00Z,continue trapping,not recorded,not recorded,NA,1.8,1.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-22T07:30:00Z,continue trapping,not recorded,not recorded,NA,1.4,1.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-23T08:30:00Z,continue trapping,not recorded,not recorded,NA,0.3,1.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-11-23T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-24T08:30:00Z,continue trapping,not recorded,not recorded,NA,1.2,1.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-11-24T09:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-11-25T08:30:00Z,continue trapping,not recorded,not recorded,NA,1.6,1.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-12-02T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-02T09:00:00Z,continue trapping,not recorded,not recorded,NA,1.6,1.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1996-12-03T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-03T08:30:00Z,continue trapping,not recorded,not recorded,NA,1.5,1.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-08T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-08T08:00:00Z,continue trapping,not recorded,not recorded,NA,1.5,1.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-09T08:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-09T08:30:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-10T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-21T08:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,6.9,4.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-22T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.1,4.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-23T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-23T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.1,4.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-24T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-24T08:00:00Z,continue trapping,not recorded,not recorded,NA,4.5,4.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-25T10:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-25T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.6,36,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-26T09:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-26T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.9,3.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1996-12-27T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1996-12-27T09:00:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-01-18T09:00:00Z,continue trapping,not recorded,not recorded,NA,4,4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-03-05T09:00:00Z,continue trapping,not recorded,not recorded,NA,2,3.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-03-11T07:00:00Z,continue trapping,not recorded,not recorded,NA,3,3.6,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-03-12T09:15:00Z,continue trapping,not recorded,not recorded,NA,3.6,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-03-15T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.5,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-03-16T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.4,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-01T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.2,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-04T08:00:00Z,continue trapping,not recorded,not recorded,NA,0,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-06T08:30:00Z,continue trapping,not recorded,not recorded,NA,3,3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-08T07:40:00Z,continue trapping,not recorded,not recorded,NA,2.4,2.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-13T08:45:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-14T11:20:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-15T08:30:00Z,continue trapping,not recorded,not recorded,NA,3.4,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-16T11:50:00Z,continue trapping,not recorded,not recorded,NA,0,3.3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-17T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.4,0,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-28T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.1,3.1,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-04-29T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.3,3.3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-05-09T10:00:00Z,continue trapping,not recorded,not recorded,NA,2.6,2.6,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1997-06-18T11:00:00Z,continue trapping,not recorded,not recorded,NA,1.7,1.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1997-11-30T07:00:00Z,continue trapping,not recorded,not recorded,NA,0,3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1997-11-30T08:50:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1997-12-01T08:00:00Z,continue trapping,not recorded,not recorded,NA,2.1,2.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1997-12-01T09:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-03T09:45:00Z,continue trapping,not recorded,not recorded,NA,5.4,5.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-04T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.8,4.8,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-05T09:00:00Z,continue trapping,not recorded,not recorded,NA,0,5.2,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-06T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.8,4.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-06T11:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-07T09:45:00Z,continue trapping,not recorded,not recorded,NA,3.657142857142857,3.657142857142857,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-07T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.68,3.68,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-08T09:45:00Z,continue trapping,not recorded,not recorded,NA,4,4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-09T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.4,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-10T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.3709677419354835,3.4419354838709677,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-10T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-10T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.473913043478261,3.6478260869565218,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-11T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.54,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-11T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-11T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.9,NA,Yes,NA,NA,NA,NA
