projectDescriptionID,releaseID,releaseTime,commonName,markedRun,markedFishOrigin,sourceOfFishSite,releaseSite,releaseSubSite,nReleased,testDays,appliedMarkType,appliedMarkColor,appliedMarkPosition,appliedMarkCode,IncludeInAnalysis
2,30,2001-01-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),390,7,Pigment / dye,Brown,Whole body,,Yes
2,31,2001-02-06T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),400,7,Pigment / dye,Flourescent blue,Whole body,,Yes
2,32,2001-02-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),593,7,Pigment / dye,Flourescent red,Whole body,,Yes
2,33,2001-02-21T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),500,7,Pigment / dye,Flourescent blue,Whole body,,Yes
2,34,2001-03-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),1000,7,Pigment / dye,Brown,Whole body,,Yes
2,35,2001-03-12T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),998,7,Pigment / dye,Brown,Whole body,,Yes
2,36,2001-03-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),305,7,Pigment / dye,Brown,Whole body,,Yes
2,37,2001-04-16T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Live Oak_release site,Not applicable (n/a),595,7,Pigment / dye,Brown,Whole body,,Yes
2,38,2002-01-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),996,2,Pigment / dye,Brown,Whole body,,Yes
2,39,2002-01-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,40,2002-01-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1495,4,Pigment / dye,Brown,Whole body,,Yes
2,41,2002-01-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,42,2002-01-28T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),998,4,Pigment / dye,Brown,Whole body,,Yes
2,43,2002-02-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,44,2002-02-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),996,3,Pigment / dye,Brown,Whole body,,Yes
2,45,2002-02-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),998,3,Pigment / dye,Brown,Whole body,,Yes
2,46,2002-02-26T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),996,4,Pigment / dye,Brown,Whole body,,Yes
2,47,2002-03-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),988,3,Pigment / dye,Brown,Whole body,,Yes
2,48,2002-03-07T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,49,2002-03-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),986,2,Pigment / dye,Brown,Whole body,,Yes
2,50,2002-03-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),178,3,Pigment / dye,Brown,Whole body,,Yes
2,51,2002-01-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,4000,3,Pigment / dye,Brown,Whole body,,Yes
2,52,2002-01-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,998,4,Pigment / dye,Brown,Whole body,,Yes
2,53,2002-01-28T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,54,2002-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,997,6,Pigment / dye,Brown,Whole body,,Yes
2,55,2002-02-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),998,3,Pigment / dye,Brown,Whole body,,Yes
2,56,2002-02-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,998,2,Pigment / dye,Brown,Whole body,,Yes
2,57,2002-02-26T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,992,2,Pigment / dye,Brown,Whole body,,Yes
2,58,2002-03-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,998,3,Pigment / dye,Brown,Whole body,,Yes
2,59,2002-03-07T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,984,3,Pigment / dye,Brown,Whole body,,Yes
2,60,2002-03-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),999,2,Pigment / dye,Brown,Whole body,,Yes
2,61,2002-03-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,766,3,Pigment / dye,Brown,Whole body,,Yes
2,62,2002-12-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,63,2003-01-07T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),692,3,Pigment / dye,Orange,Nose,,Yes
2,64,2003-01-10T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),980,2,Pigment / dye,Green,Nose,,Yes
2,65,2003-01-15T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1178,2,Pigment / dye,Orange,Nose,,Yes
2,66,2003-01-18T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),975,2,Pigment / dye,Brown,Whole body,,Yes
2,67,2003-01-21T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1020,4,Pigment / dye,Yellow,Nose,,Yes
2,68,2003-01-23T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1923,3,Pigment / dye,Orange,Nose,,Yes
2,69,2003-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1482,2,Pigment / dye,Red,Nose,,Yes
2,70,2003-02-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),992,2,Pigment / dye,Orange,Nose,,Yes
2,71,2003-02-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,72,2003-02-21T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1084,2,Pigment / dye,Yellow,Nose,,Yes
2,73,2003-02-27T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),994,3,Pigment / dye,Brown,Whole body,,Yes
2,74,2003-03-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),572,3,Pigment / dye,Brown,Whole body,,Yes
2,75,2002-12-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,995,2,Pigment / dye,Brown,Whole body,,Yes
2,76,2003-01-09T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1052,5,Pigment / dye,Yellow,Nose,,Yes
2,77,2003-01-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,922,3,Pigment / dye,Blue,Nose,,Yes
2,78,2003-01-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,758,3,Pigment / dye,Red,Nose,,Yes
2,79,2003-01-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1000,3,Pigment / dye,Brown,Whole body,,Yes
2,80,2003-01-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1015,2,Pigment / dye,Green,Nose,,Yes
2,81,2003-01-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1245,2,Pigment / dye,Green,Nose,,Yes
2,82,2003-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,993,2,Pigment / dye,Red,Nose,,Yes
2,83,2003-02-20T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,486,8,Pigment / dye,Brown,Whole body,,Yes
2,84,2003-03-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,998,5,Pigment / dye,Brown,Whole body,,Yes
2,85,2003-03-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,819,3,Pigment / dye,Brown,Whole body,,Yes
2,86,2003-12-23T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),693,2,Pigment / dye,Orange,Nose,,Yes
2,87,2003-12-27T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),738,3,Pigment / dye,Green,Nose,,Yes
2,88,2004-01-02T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1074,2,Pigment / dye,Orange,Nose,,Yes
2,89,2004-01-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),925,3,Pigment / dye,Yellow,Nose,,Yes
2,90,2004-01-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1012,2,Pigment / dye,Blue,Nose,,Yes
2,91,2004-01-23T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1059,2,Pigment / dye,Orange,Nose,,Yes
2,92,2004-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),982,2,Pigment / dye,Brown,Whole body,,Yes
2,93,2004-02-01T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,94,2004-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),999,2,Pigment / dye,Brown,Whole body,,Yes
2,95,2004-02-09T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),995,3,Pigment / dye,Brown,Whole body,,Yes
2,96,2004-02-12T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1291,7,Pigment / dye,Red,Nose,,Yes
2,97,2004-02-16T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1188,2,Pigment / dye,Brown,Whole body,,Yes
2,98,2004-02-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1134,2,Pigment / dye,Brown,Whole body,,Yes
2,99,2004-02-23T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),997,2,Pigment / dye,Brown,Whole body,,Yes
2,100,2004-02-28T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1085,4,Pigment / dye,Orange,Nose,,Yes
2,101,2004-03-03T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1601,2,Pigment / dye,Yellow,Nose,,Yes
2,102,2004-03-06T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1030,2,Pigment / dye,Red,Nose,,Yes
2,103,2004-03-10T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),1191,2,Pigment / dye,Brown,Whole body,,Yes
2,104,2004-03-15T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),725,3,Pigment / dye,Brown,Whole body,,Yes
2,105,2004-03-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),850,3,Pigment / dye,Pink,Nose,,Yes
2,106,2004-03-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Not applicable (n/a),492,2,Pigment / dye,Red,Nose,,Yes
2,107,2003-12-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,686,2,Pigment / dye,Brown,Whole body,,Yes
2,108,2004-01-07T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,540,4,Pigment / dye,Brown,Whole body,,Yes
2,109,2004-01-12T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1995,3,Pigment / dye,Brown,Whole body,,Yes
2,110,2004-01-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1309,3,Pigment / dye,Brown,Whole body,,Yes
2,111,2004-01-24T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,995,3,Pigment / dye,Brown,Whole body,,Yes
2,112,2004-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,113,2004-02-02T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,988,4,Pigment / dye,Brown,Whole body,,Yes
2,114,2004-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),991,5,Pigment / dye,Brown,Whole body,,Yes
2,115,2004-02-09T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1000,3,Pigment / dye,Brown,Whole body,,Yes
2,116,2004-02-12T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,992,5,Pigment / dye,Brown,Whole body,,Yes
2,117,2004-02-16T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,118,2004-02-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,997,2,Pigment / dye,Brown,Whole body,,Yes
2,119,2004-03-02T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,992,3,Pigment / dye,Brown,Whole body,,Yes
2,120,2004-03-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,999,4,Pigment / dye,Brown,Whole body,,Yes
2,121,2004-03-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1000,2,Pigment / dye,Brown,Whole body,,Yes
2,122,2004-03-24T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,995,2,Pigment / dye,Brown,Whole body,,Yes
2,123,2004-03-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Herringer Release boxes,1089,3,Pigment / dye,Brown,Whole body,,Yes
2,124,2004-04-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,Not applicable (n/a),629,3,Pigment / dye,Brown,Whole body,,Yes
2,125,2004-12-26T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,998,4,Pigment / dye,Brown,Whole body,,Yes
2,126,2004-12-30T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,653,4,Pigment / dye,Green,Nose,,Yes
2,127,2005-01-06T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,740,2,Pigment / dye,Brown,Whole body,,Yes
2,128,2005-01-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,1044,2,Pigment / dye,Orange,Nose,,Yes
2,129,2005-01-20T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,997,11,Pigment / dye,Pink,Nose,,Yes
2,130,2005-01-28T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,993,4,Pigment / dye,Green,Nose,,Yes
2,131,2005-02-01T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Eye riffle_release site,Steep Pool RM 60.9,996,2,Pigment / dye,White,Nose,,Yes
2,132,2005-02-09T11:30:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Steep Pool Right RM 60.9,996,2,Pigment / dye,Orange,Nose,,Yes
2,133,2005-02-17T12:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Steep Pool Right RM 60.9,998,4,Pigment / dye,Orange,Nose,,Yes
2,134,2005-02-24T11:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Robinson Side RM 61.6,996,4,Pigment / dye,Orange,Nose,,Yes
2,135,2005-03-08T12:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Steep Pool Left RM 60.9,985,4,Elastomer,Red,Nose,,Yes
2,136,2005-03-16T12:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Steep Pool Left RM 60.9,936,4,Elastomer,Yellow,Nose,,Yes
2,137,2005-03-25T10:30:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Steep Pool Left Middle Right RM 60.9,788,3,Elastomer,Green,Nose,,Yes
2,138,2005-04-05T12:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Eye Pool RM 60.5,633,2,Pigment / dye,Pink,Nose,,Yes
2,139,2004-12-21T10:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,770,5,Pigment / dye,Brown,Whole body,,Yes
2,140,2004-12-29T13:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1328,6,Elastomer,Orange,Nose,,Yes
2,141,2005-01-04T14:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,717,7,Pigment / dye,Brown,Whole body,,Yes
2,142,2005-01-11T14:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1169,6,Elastomer,Orange,Nose,,Yes
2,143,2005-01-17T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,996,3,Pigment / dye,Brown,Whole body,,Yes
2,144,2005-01-23T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,999,4,Pigment / dye,Brown,Whole body,,Yes
2,145,2005-01-28T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,996,4,Pigment / dye,Brown,Whole body,,Yes
2,146,2005-02-02T14:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1000,4,Pigment / dye,Brown,Whole body,,Yes
2,147,2005-02-09T13:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,996,6,Pigment / dye,Brown,Whole body,,Yes
2,148,2005-02-14T13:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,995,5,Pigment / dye,Brown,Whole body,,Yes
2,149,2005-02-18T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,982,6,Pigment / dye,Brown,Whole body,,Yes
2,150,2005-02-28T14:37:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,997,4,Pigment / dye,Brown,Whole body,,Yes
2,151,2005-03-06T13:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,999,4,Pigment / dye,Brown,Whole body,,Yes
2,152,2005-03-09T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1000,3,Pigment / dye,Brown,Whole body,,Yes
2,153,2005-03-15T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,998,6,Pigment / dye,Brown,Whole body,,Yes
2,154,2005-03-20T12:00:00Z,Chinook salmon,Not recorded,Unknown,,Herringer_release site,half mile above trap RM,1524,4,Pigment / dye,Brown,Whole body,,Yes
2,155,2005-03-25T14:45:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,990,4,Pigment / dye,Brown,Whole body,,Yes
2,156,2005-04-01T12:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1049,5,Pigment / dye,Brown,Whole body,,Yes
2,157,2005-04-14T14:20:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,257,4,Pigment / dye,Brown,Whole body,,Yes
2,158,2005-04-19T12:25:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,403,2,Pigment / dye,Brown,Whole body,,Yes
2,159,2005-04-23T13:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),314,3,Pigment / dye,Brown,Whole body,,Yes
2,160,2005-05-12T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,346,2,Pigment / dye,Brown,Whole body,,Yes
2,161,2005-12-16T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),466,4,Pigment / dye,Brown,Whole body,,Yes
2,162,2005-12-20T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),990,2,Pigment / dye,Brown,Whole body,,Yes
2,163,2006-01-19T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1200,2,Pigment / dye,Brown,Whole body,,Yes
