record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
T,4.2,20250625,USFWS,USFWS,07,056493,12,,,,,1,7,2022,20230113,20230113,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,B,FR,44.52,133,N,5000,57977,0000,1518,5000,1214,,,C,0.02,217,200,,Spring Surrogate,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050073,12,,,,,1,3,2023,20240323,20240323,6FCSASAF BUTC,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,4.5,74,N,5000,106329,0000,554,0000,321136,,,C,0,27,386,,"Fish trucked, 2 trucks, 2 trips",SAC R AT BUTTE CITY,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050090,12,,,,,1,3,2023,20240501,20240501,6FCSASAF HAMC,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,5.53,79,N,5000,105773,,,5000,694,0000,319629,C,0.0065,18,460,,"Nimbus Fish: Fish trucked, 2 trips, 2 trucks",SAC R AT HAMILTON CITY,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N
T,4.2,20231108,CDFW,CDFW,08,060660,12,,,,,1,3,2022,20230411,20230411,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,3.36,,N,5000,126502,,,5000,432,0000,381177,C,,4,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,060791,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.43,,N,5000,65509,,,5000,755,,,C,,21,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063063,12,,,,,1,1,2022,20230324,20230324,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.82,,N,5000,361607,,,5000,4540,,,C,,21,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063066,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,362216,,,5000,2186,,,C,,22,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,062883,12,,,,,1,3,2022,20230421,20230421,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,3.38,,N,5000,123756,,,5000,2268,0000,378314,C,,6,560,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063062,12,,,,,1,1,2022,20230316,20230316,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.67,,N,5000,361940,,,5000,3250,,,C,,21,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,061537,12,,,,,1,1,2024,20250409,20250409,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.76,,N,5000,198246,,,5000,6131,0000,204458,C,,21,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,062012,12,,,,,1,1,2024,20250409,20250409,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.76,,N,5000,166565,,,5000,5151,0000,173243,C,,17,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,062884,12,,,,,1,1,2024,20250409,20250409,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.19,,N,5000,122624,,,5000,5643,0000,130140,C,,21,900,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063265,12,,,,,1,3,2024,20250423,20250423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.33,,N,5000,122308,,,5000,2623,0000,374993,C,,0,0,,held zero days 3 year average retention rates used,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060080,12,,,,,1,1,2023,20240315,20240315,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,3.36,,N,5000,347151,,,5000,3155,,,C,,21,450,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060084,12,,,,,1,3,2023,20240423,20240423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.82,,N,5000,127395,,,5000,642,0000,385485,C,,21,413,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060085,12,,,,,1,3,2023,20240425,20240425,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.53,,N,5000,132518,,,0000,398358,,,C,,21,450,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060086,12,,,,,1,3,2023,20240429,20240429,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.32,,N,5000,130716,,,5000,5142,0000,408897,C,,21,557,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060679,12,,,,,1,1,2023,20240423,20240423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,97258,,,5000,1582,,,C,,21,450,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,061566,12,,,,,1,3,2023,20240429,20240429,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.32,,N,5000,10830,,,5000,430,0000,34125,C,,21,557,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,062083,12,,,,,1,3,2023,20240425,20240425,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.53,,N,5000,1696,,,0000,5733,,,C,,21,450,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060079,12,,,,,1,1,2023,20240329,20240329,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.33,,N,5000,348120,,,5000,2454,,,C,,21,457,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,063041,12,,,,,1,3,2023,20240425,20240425,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.53,,N,5000,6790,,,0000,21015,,,C,,21,450,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,063046,12,,,,,1,3,2023,20240423,20240423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.82,,N,5000,10254,,,5000,54,0000,32121,C,,21,413,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,063053,12,,,,,1,1,2023,20240423,20240423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,21696,,,5000,357,,,C,,21,450,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,063055,12,,,,,1,1,2023,20240423,20240423,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,87178,,,5000,1421,,,C,,21,450,,,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,060021,12,,,,,1,3,2022,20230421,20230421,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.6,,N,5000,249039,,,5000,1503,0000,753639,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,062081,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,6580,,,5000,76,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,062369,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.3,,N,5000,21099,,,5000,243,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,062380,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.97,,N,5000,53685,,,5000,619,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063064,12,,,,,1,1,2022,20230324,20230324,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.98,,N,5000,357362,,,5000,4780,,,C,,17,910,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063065,12,,,,,1,1,2022,20230411,20230411,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.04,,N,5000,359712,,,5000,6519,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20231108,CDFW,CDFW,08,063061,12,,,,,1,1,2022,20230316,20230316,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.77,,N,5000,362604,,,5000,3663,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063194,12,,,,,1,3,2024,20250502,20250502,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.09,,N,5000,244786,,,5000,5250,0000,750766,C,,0,0,,held zero days 3 year average retention rates used,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063195,12,,,,,1,3,2024,20250424,20250424,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.89,,N,5000,245731,,,5000,5271,0000,753293,C,,0,0,,held zero days 3 year average retention rates used,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063230,12,,,,,1,1,2024,20250321,20250321,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.33,,N,5000,468109,,,5000,7611,0000,486243,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063233,12,,,,,1,1,2024,20250314,20250314,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.67,,N,5000,468141,,,5000,8580,0000,484545,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060081,12,,,,,1,1,2023,20240329,20240329,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.16,,N,5000,346204,,,5000,3851,,,C,,21,450,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060082,12,,,,,1,1,2023,20240423,20240423,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.43,,N,5000,345057,,,5000,4904,,,C,,21,450,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060099,12,,,,,1,3,2023,20240424,20240424,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.87,,N,5000,250133,,,5000,2020,0000,758031,C,,21,900,,Genetic Mark.  PBT Parental Based Tagging.,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20241205,CDFW,CDFW,08,060078,12,,,,,1,1,2023,20240315,20240315,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,3.66,,N,5000,346626,,,5000,2445,,,C,,21,416,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N
T,4.2,20251114,CDFW,CDFW,08,063192,12,,,,,1,3,2024,20250413,20250413,6FCSASAF POSG,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.89,,N,5000,245823,,,5000,5273,0000,754205,C,,0,,,held zero days 3 year average retention rates used,SAC R AT POSSE GNDS TURTL,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N
T,4.2,20251114,CDFW,CDFW,08,063193,12,,,,,1,3,2024,20250414,20250414,6FCSASAF POSG,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.74,,N,5000,244633,,,5000,5247,0000,750256,C,,0,0,,held zero days 3 year average retention rates used,SAC R AT POSSE GNDS TURTL,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056633,12,,,,,1,4,2023,20240304,20240304,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,,84,N,5000,45674,,,5000,3263,,,C,0.0667,24,210,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050048,12,,,,,1,4,2023,20240311,20240311,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,,82,N,5000,75738,0000,1262,5000,7994,,,C,0.0941,21,202,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056498,12,,,,,1,4,2022,20230317,20230317,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,5.6,75,N,5000,28522,,,5000,582,,,C,0.02,21,200,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056515,12,,,,,1,4,2022,20230424,20230424,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,7.65,89,N,5000,3463,,,5000,35,,,C,0.01,45,200,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056541,12,,,,,1,4,2022,20230424,20230424,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,5.38,74,N,5000,72706,0000,738,5000,369,,,C,0.005,18,200,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056589,12,,,,,1,4,2022,20230317,20230317,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,6.54,78,N,5000,62836,,,5000,5165,,,C,0.0759,29,79,,Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050031,12,,,,,1,4,2023,20231228,20231228,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,B,FR,4.18,69,N,5000,74527,0000,240,5000,241,,,C,0.0032,29,312,,Family Group-Hatchery and Family Group-Natural: 32 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050032,12,,,,,1,4,2023,20231228,20231228,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,B,FR,3.94,70,N,5000,73408,0000,627,0000,627,,,C,0.0084,27,119,,Family Group-Hatchery and Family Group-Natural: 36 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050033,12,,,,,1,4,2023,20240119,20240119,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.13,73,N,5000,67932,0000,1751,5000,351,,,C,0.005,30,200,,Family Group-Hatchery and Family Group-Natural: 62 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050034,12,,,,,1,4,2023,20240119,20240119,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.11,73,N,5000,76904,,,5000,368,,,C,0.0048,43,210,,Family Group-Hatchery and Family Group-Natural: 30 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050035,12,,,,,1,4,2023,20240119,20240119,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,3.26,70,N,5000,78334,,,5000,368,,,C,0.0047,40,214,,Family Group-Hatchery and Family Group-Natural: 32 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,050036,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,7.7,85,N,5000,78511,0000,398,0000,397,,,C,0.005,34,200,,Family Group-Hatchery and Family Group-Natural: 30 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056499,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,B,FR,4.23,71,N,5000,42246,0000,219,,,,,C,0,22,194,,Family Group-Hatchery and Family Group-Natural: 24 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056501,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,6.56,83,N,5000,45039,0000,226,,,,,C,0,29,200,,Family Group-Hatchery and Family Group-Natural: 64 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056502,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,6.6,78,N,5000,47708,0000,1739,5000,248,,,C,0.005,22,200,,Family Group-Hatchery and Family Group-Natural: 32 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056503,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.34,79,N,5000,44909,,,,,,,C,0,21,200,,Family Group-Hatchery and Family Group-Natural: 32 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056504,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,B,FR,5.3,76,N,5000,32815,,,,,,,C,0,33,205,,Family Group-Hatchery and Family Group-Natural: 63 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056724,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,3.87,71,N,5000,33033,0000,470,,,,,C,0,21,214,,Family Group-Hatchery and Family Group-Natural: 14 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20251113,USFWS,USFWS,07,056725,12,,,,,1,4,2023,20240216,20240216,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,6.09,80,N,5000,36686,0000,372,0000,186,,,C,0.005,36,200,,Family GroupHatchery and Family GroupNatural: 18 total groups,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056586,12,,,,,1,4,2022,20230301,20230301,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,10.76,89,N,5000,84947,,,5000,425,,,C,0.005,56,400,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056588,12,,,,,1,4,2022,20230301,20230301,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,8.26,81,N,5000,84431,,,5000,424,0000,856,C,0.0149,50,202,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056587,12,,,,,1,4,2022,20230301,20230301,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,8.48,83,N,5000,77752,,,5000,402,,,C,0.0051,51,203,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,055892,12,,,,,1,4,2022,20230301,20230301,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,7.47,76,N,5000,50307,,,5000,503,,,C,0.0099,63,200,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056585,12,,,,,1,4,2022,20230127,20230127,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.31,76,N,5000,84924,,,5000,857,,,C,0.01,31,200,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056524,12,,,,,1,4,2022,20230127,20230127,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.07,75,N,5000,79853,,,5000,396,,,C,0.0049,36,200,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056523,12,,,,,1,4,2022,20230127,20230127,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,6.68,79,N,5000,84697,,,5000,622,0000,195,C,0.0096,38,400,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056514,12,,,,,1,4,2022,20230127,20230127,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,7.74,79,N,5000,3108,,,5000,16,,,C,0.0051,37,200,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
T,4.2,20250625,USFWS,USFWS,07,056521,12,,,,,1,4,2022,20230126,20230126,6FCSASAF BONN,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,5.64,79,N,5000,85214,,,5000,1757,0000,879,C,0.03,45,200,,Family Group-Hatchery and Family Group-Natural,SAC R BONNYVIEW BOAT RAMP,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N
