record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,
T,4.1,10/14/2021,USFWS,USFWS,7,056259,12,,,,,1,7,2019,12/5/2019,12/5/2019,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,36,148,N,5000,52451,0,1110,5000,278,0,1665,C,0.035,177,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.931218741
T,4.1,10/14/2021,USFWS,USFWS,7,056260,12,,,,,1,7,2019,12/5/2019,12/5/2019,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,34.6,136,N,5000,78788,0,1650,5000,825,0,1238,C,0.025,175,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.950619386
T,4.1,10/14/2021,USFWS,USFWS,7,055778,12,,,,,1,4,2019,3/10/2020,3/10/2020,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,11.2,100,N,5000,99097,,,5000,292,,,C,0.0029,54,340,,Family Group-Hatchery and Family Group-Natural: 80 total groups,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.994170569
T,4.1,10/14/2021,USFWS,USFWS,7,056263,12,,,,,1,7,2019,12/5/2019,12/5/2019,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,35.2,139,N,5000,72069,0,1877,5000,1126,,,C,0.015,155,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.97022605
T,4.1,8/9/2021,USFWS,USFWS,7,055888,12,,,,,1,4,2019,3/23/2020,3/23/2020,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,8,89,N,5000,51278,,,5000,253,,,C,0.0049,60,407,,Family Group-Hatchery and Family Group-Natural: 46 total groups,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.990214391
T,4.1,8/9/2021,USFWS,USFWS,7,056414,12,,,,,1,3,2019,3/23/2020,3/23/2020,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,3.5,66,N,5000,107999,,,5000,560,0,327442,C,0.0052,24,388,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.246415502
T,4.1,10/14/2021,USFWS,USFWS,7,055887,12,,,,,1,4,2019,3/10/2020,3/10/2020,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,14,109,N,5000,51783,0,340,5000,453,0,113,C,0.0107,60,465,,Family Group-Hatchery and Family Group-Natural: 60 total groups,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.978672662
T,4.1,8/9/2021,USFWS,USFWS,7,055889,12,,,,,1,4,2019,3/23/2020,3/23/2020,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF LVNH,P,H,P,FR,9,92,N,5000,45058,0,226,5000,226,,,C,0.005,55,403,,Family Group-Hatchery and Family Group-Natural: 38 total groups,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.990058888
T,4.1,10/14/2021,USFWS,USFWS,7,056433,12,,,,,1,4,2019,3/23/2020,3/23/2020,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,7.8,85,N,5000,59351,0,303,5000,606,0,302,C,0.015,50,200,,Captive progeny; Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.970231994
T,4.1,10/14/2021,USFWS,USFWS,7,056434,12,,,,,1,4,2019,3/23/2020,3/23/2020,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,6.2,79,N,5000,62112,0,314,0,313,,,C,0.005,37,200,,Captive progeny; Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.990036022
T,4.1,10/14/2021,USFWS,USFWS,7,056435,12,,,,,1,4,2019,3/23/2020,3/23/2020,6FCSABAT NFK WILD,6FCSASAF LVNH,6FCSASAF LVNH,P,H,E,FR,5.1,74,N,5000,44395,,,5000,448,,,C,0.01,29,200,,Captive progeny; Jumpstart release,BATTLE CREEK NFK WILDCAT,LIVINGSTON STONE HAT,LIVINGSTON STONE HAT,CA,SAFA,SACR,N,0.980109493
T,4.1,8/3/2006,CDFW,SYCL,8,0601030008,15,,,,,1,1,2002,3/14/2004,4/7/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,Y,W,E,,,73,N,5000,53,,,5000,1,,,,0.0185,1,40,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.963324074
T,4.1,12/7/2004,USFWS,USFWS,7,051975,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,88,N,5000,4446,,,,,,,C,0,38,200,,Family Group: 21O; 22S; 24O,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,1
T,4.1,12/7/2004,USFWS,USFWS,7,051989,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,83,N,5000,4093,,,5000,21,,,C,0.005,31,200,,Family Group: 40DD; 44X,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.989921001
T,4.1,8/3/2006,CDFW,SYCL,8,0601030005,15,,,,,1,7,2003,12/10/2003,12/10/2003,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,93,N,5000,2,,,,,,,,0,1,2,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,1
T,4.1,8/3/2006,CDFW,SYCL,8,0601030202,15,,,,,1,3,2003,4/9/2004,4/23/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,41,N,5000,969,,,5000,47,,,,0.0463,2,347,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.909581988
T,4.1,12/7/2004,USFWS,USFWS,7,051990,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,80,N,5000,4433,,,5000,22,,,C,0.005,31,200,,Family Group: 44FF; 45FF,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.99008642
T,4.1,12/7/2004,USFWS,USFWS,7,051991,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,84,N,5000,4414,,,5000,45,,,C,0.01,33,200,,Family Group: 25J; 34AA; 34BB,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.980008971
T,4.1,12/7/2004,USFWS,USFWS,7,051992,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,80,N,5000,4367,,,5000,22,,,C,0.005,28,200,,Family Group: 45Z; 46GG,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.990012531
T,4.1,8/3/2006,CDFW,SYCL,8,0601030007,15,,,,,1,3,2002,4/9/2004,4/23/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,62,N,5000,1145,,,5000,62,,,,0.0514,2,268,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.899873239
T,4.1,8/3/2006,CDFW,SYCL,8,0601030000,15,,,,,1,1,2003,11/26/2003,12/5/2003,6FCSAFEA YUBA,,6FCSAFEA YUBA,G,W,E,,,36,N,5000,1436,,,5000,136,,,,0.0865,2,822,,,YUBA RIVER,NA,YUBA RIVER,CA,SAFA,FEA,C,0.834469466
T,4.1,8/3/2006,CDFW,SYCL,8,0601030006,15,,,,,1,3,2003,3/18/2004,4/6/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,35,N,5000,2793,,,5000,65,,,,0.0227,1,494,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.955073093
T,4.1,8/3/2006,CDFW,SYCL,8,0601030101,15,,,,,1,3,2003,2/13/2004,2/17/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,38,N,5000,11565,,,5000,25,,,,0.0022,2,147,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.995647714
T,4.1,8/3/2006,CDFW,SYCL,8,0601030107,15,,,,,1,3,2003,12/22/2003,12/29/2003,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,36,N,5000,11943,,,,,,,,0,1,194,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,1
T,4.1,8/3/2006,CDFW,SYCL,8,0601030207,15,,,,,1,3,2003,4/29/2004,5/7/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,72,N,5000,344,,,5000,11,,,,0.031,1,194,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.938974648
T,4.1,8/3/2006,CDFW,SYCL,8,0601030303,15,,,,,1,3,2003,5/24/2004,6/6/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,62,N,5000,166,,,5000,7,,,,0.0405,1,135,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.920676301
T,4.1,8/3/2006,CDFW,SYCL,8,0601030001,15,,,,,1,1,2003,12/4/2003,12/10/2003,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,36,N,5000,1632,,,,,,,,0,1,113,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,1
T,4.1,8/3/2006,CDFW,SYCL,8,0601030002,15,,,,,1,1,2003,12/1/2003,12/4/2003,6FCSAFEA YUBA,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,298,,,5000,196,,,,0.3968,1,325,,,YUBA RIVER,NA,YUBA RIVER,CA,SAFA,FEA,C,0.363873684
T,4.1,8/3/2006,CDFW,SYCL,8,0601030003,15,,,,,1,1,2003,12/5/2003,12/9/2003,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,36,N,5000,1605,,,5000,42,,,,0.0255,1,217,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.949649362
T,4.1,8/3/2006,CDFW,SYCL,8,0601030004,15,,,,,1,1,2003,12/9/2003,12/17/2003,6FCSAFEA YUBA,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,912,,,5000,24,,,,0.0256,1,313,,,YUBA RIVER,NA,YUBA RIVER,CA,SAFA,FEA,C,0.949415385
T,4.1,8/3/2006,CDFW,SYCL,8,0601030009,15,,,,,1,3,2002,3/19/2004,4/7/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,57,N,5000,815,,,5000,26,,,,0.0309,2,246,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.939139715
T,4.1,8/3/2006,CDFW,SYCL,8,0601030100,15,,,,,1,3,2003,2/6/2004,2/12/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,38,N,5000,11194,,,5000,37,,,,0.0033,2,263,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.993416419
T,4.1,8/3/2006,CDFW,SYCL,8,0601030102,15,,,,,1,1,2003,12/9/2003,12/17/2003,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,2864,,,5000,36,,,,0.0124,1,627,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.975340138
T,4.1,8/3/2006,CDFW,SYCL,8,0601030103,15,,,,,1,3,2003,12/23/2003,1/16/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,17024,,,5000,209,,,,0.0121,1,194,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.975918853
T,4.1,8/3/2006,CDFW,SYCL,8,0601030104,15,,,,,1,3,2003,12/23/2003,1/3/2004,6FCSAFEA YUBA,,6FCSAFEA YUBA,G,W,E,,,36,N,5000,16802,,,5000,202,,,,0.0119,1,669,,,YUBA RIVER,NA,YUBA RIVER,CA,SAFA,FEA,C,0.976361809
T,4.1,8/3/2006,CDFW,SYCL,8,0601030105,15,,,,,1,3,2003,1/16/2004,2/12/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,17251,,,5000,238,,,,0.0136,2,840,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.972976522
T,4.1,8/3/2006,CDFW,SYCL,8,0601030106,15,,,,,1,3,2003,12/29/2003,2/5/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,17047,,,5000,213,,,,0.0123,2,1005,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.975511118
T,4.1,8/3/2006,CDFW,CDFW,8,0602010106,15,,,,,1,1,2004,2/4/2005,2/7/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,6302,,,5000,478,,,,0.0705,1,292,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.863968879
T,4.1,8/3/2006,CDFW,CDFW,8,0602010107,15,,,,,1,1,2004,2/4/2005,2/7/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,5746,,,5000,437,,,,0.0707,1,292,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.863619246
T,4.1,8/3/2006,CDFW,CDFW,8,0602010108,15,,,,,1,1,2004,2/7/2005,2/9/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,4289,,,5000,296,,,,0.0646,1,155,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.875012126
T,4.1,8/3/2006,CDFW,CDFW,8,0602010000,15,,,,,1,1,2004,1/25/2005,1/27/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,10449,,,5000,702,,,,0.063,1,310,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.878012107
T,4.1,12/7/2004,USFWS,USFWS,7,051770,12,,,,,1,7,2003,1/2/2004,1/2/2004,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,,H,P,FR,,127,N,5000,69247,,,5000,3263,,,C,0.045,44,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.912024341
T,4.1,12/7/2004,USFWS,USFWS,7,051776,12,,,,,1,7,2003,1/2/2004,1/2/2004,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,,H,P,FR,,128,N,5000,63112,0,324,5000,1295,,,C,0.02,42,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.960394247
T,4.1,8/3/2006,CDFW,CDWR,8,0601010000,15,,,,,1,3,2003,2/24/2004,2/24/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.51,54,N,5000,9576,,,5000,1005,,,,0.095,13,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.819041678
T,4.1,8/3/2006,CDFW,CDWR,8,0601010006,15,,,,,1,3,2003,2/24/2004,2/24/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.51,54,N,5000,10144,,,5000,648,,,,0.06,11,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.883558191
T,4.1,8/3/2006,CDFW,CDWR,8,0601010102,15,,,,,1,3,2003,2/11/2004,2/11/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.01,47,N,5000,10449,,,5000,596,,,,0.054,3,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.894952829
T,4.1,8/3/2006,CDFW,CDWR,8,0601010108,15,,,,,1,3,2003,2/11/2004,2/11/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,,,1.01,47,N,5000,9775,,,5000,547,,,,0.053,2,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.896815055
T,4.1,8/3/2006,CDFW,CDWR,8,0601010001,15,,,,,1,3,2003,2/24/2004,2/24/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.51,54,N,5000,9480,,,5000,995,,,,0.095,13,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.8190358
T,4.1,12/7/2004,USFWS,USFWS,7,051777,12,,,,,1,7,2003,1/2/2004,1/2/2004,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,,H,P,FR,,132,N,5000,60906,0,317,5000,2221,,,C,0.035,40,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.931218003
T,4.1,8/3/2006,CDFW,CDFW,8,0602010003,15,,,,,1,1,2004,1/27/2005,1/29/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,35,N,5000,10652,,,5000,525,,,,0.047,1,303,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.908236199
T,4.1,8/3/2006,CDFW,CDFW,8,0601000603,15,,,,,1,1,2004,1/10/2005,1/11/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,6798,,,,,,,,0,1,200,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,1
T,4.1,8/3/2006,CDFW,CDFW,8,0601000701,15,,,,,1,1,2004,1/10/2005,1/12/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,35,N,5000,6042,,,5000,20,,,,0.0033,1,300,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.993411646
T,4.1,8/3/2006,CDFW,CDFW,8,0601000806,15,,,,,1,1,2004,1/13/2005,1/16/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,11540,,,5000,261,,,,0.0221,1,401,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.956272011
T,4.1,8/3/2006,CDFW,CDFW,8,0601000901,15,,,,,1,1,2004,1/17/2005,1/20/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,35,N,5000,9932,,,5000,511,,,,0.0489,1,408,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.90456049
T,4.1,8/3/2006,CDFW,CDFW,8,0601000505,15,,,,,1,1,2004,1/7/2005,1/7/2005,6FCSABUT BALD,,6FCSABUT,G,W,E,,,36,N,5000,5876,,,5000,120,,,,0.02,1,200,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.960386925
T,4.1,12/7/2004,USFWS,USFWS,7,051965,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,95,N,5000,3703,,,5000,76,,,C,0.02,24,200,,Family Group: 4C; 4D,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.960291082
T,4.1,12/7/2004,USFWS,USFWS,7,051967,12,,,,,1,4,2003,2/5/2004,2/5/2004,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,,H,P,FR,,87,N,5000,4394,,,5000,22,,,C,0.005,43,200,,Family Group: 1B; 2B; 3B; 5F ; 9C,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,C,0.990043025
T,4.1,8/3/2006,CDFW,CDWR,8,062403,12,,,,,1,1,2003,5/19/2004,5/28/2004,6MOSFSPB,6FCSAFEA FRFH,6FCSAFEA,V,H,B,,8.25,94,N,5000,113075,,,5000,2308,,,,0.02,7,200,,,SAN PABLO BAY,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,C,0.960397112
T,4.1,8/3/2006,CDFW,CDWR,8,062405,12,,,,,1,1,2003,5/21/2004,5/28/2004,6FCSAFEA,6FCSAFEA FRFH,6FCSAFEA,V,H,B,,8.4,96,N,5000,112995,,,5000,2897,,,,0.025,7,200,,,FEATHER RIVER,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,C,0.950627524
T,4.1,8/3/2006,CDFW,CDWR,8,062407,12,,,,,1,1,2003,5/19/2004,5/20/2004,6FCSAFEA,6FCSAFEA FRFH,6FCSAFEA,V,H,B,,8.4,96,N,5000,115419,,,5000,2355,,,,0.02,5,200,,,FEATHER RIVER,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,C,0.960403994
T,4.1,8/3/2006,CDFW,CDWR,8,062408,12,,,,,1,3,2003,6/4/2004,6/4/2004,6MOSFSPB,6FCSAFEA FRFH,6FCSAFEA,G,H,B,,5.04,80,N,5000,116420,,,5000,2376,,,,0.02,7,200,,,SAN PABLO BAY,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,C,0.96039934
T,4.1,8/3/2006,CDFW,CDWR,8,062402,12,,,,,1,1,2003,5/19/2004,5/28/2004,6MOSFSPB,6FCSAFEA FRFH,6FCSAFEA,V,H,B,,8.25,94,N,5000,115224,,,5000,2352,,,,0.02,9,200,,,SAN PABLO BAY,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,C,0.960395999
T,4.1,2/1/2007,USFWS,USFWS,7,0501020107,3,,,,,1,3,2004,2/18/2005,2/18/2005,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,1.3,48,N,5000,48360,,,5000,1527,,,C,0.031,18,196,,Stockton release group; low tag loss days result of water loss,SAC R AT CLARKSBURG,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.939339708
T,4.1,11/9/2005,USFWS,USFWS,7,0501020108,3,,,,,1,3,2004,2/18/2005,2/18/2005,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,1.4,49,N,5000,49512,,,5000,527,,,C,0.0105,13,190,,Stockton release group; low tag loss days result of water loss,SAC R RED BLUFF DIV DAM,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.979078799
T,4.1,11/9/2005,USFWS,USFWS,7,0501020109,3,,,,,1,3,2004,3/7/2005,3/7/2005,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,1.34,53,N,5000,25242,,,5000,156,,,W,0.0061,32,163,,Stockton release group; high mortality due to CNFH power failure; total mort est,SAC R RED BLUFF DIV DAM,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.987795252
T,4.1,12/7/2015,USFWS,USFWS,7,0501021203,3,,,,,1,7,2004,7/4/2004,1/4/2005,6FCSASAC,6FCSABAT CNFH,6FCSABAT CNFH,S,H,E,FR,,64,N,5000,31288,0,159,5000,318,,,B,0.01,20,400,,GCID:16435;7/4-7/29/04;many w/photonic mark;CNFH:15329;1/4/2005;FL-141,SAC R COLUSA TO RBDD,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.980089092
T,4.1,8/3/2006,CDFW,SYCL,8,0601030304,15,,,,,1,1,2002,5/4/2004,5/4/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,Y,W,E,,,92,N,5000,1,,,,,,,,0,1,1,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,1
T,4.1,8/3/2006,CDFW,SYCL,8,0601030307,15,,,,,1,3,2003,6/11/2004,6/15/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,62,N,5000,272,,,5000,4,,,,0.0145,2,273,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.971217391
T,4.1,8/3/2006,CDFW,SYCL,8,0601030308,15,,,,,1,3,2003,6/11/2004,6/15/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,V,W,E,,,77,N,5000,216,,,5000,1,,,,0.0046,2,216,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.990812903
T,4.1,8/3/2006,CDFW,SYCL,8,0601030200,15,,,,,1,3,2003,2/14/2004,3/18/2004,6FCSAFEA YUBAHLW,,6FCSAFEA YUBA,G,W,E,,,37,N,5000,18062,,,5000,113,,,,0.0062,2,520,,,YUBA AT HALLWOOD BLVD,NA,YUBA RIVER,CA,SAFA,FEA,C,0.987621216
T,4.1,12/7/2004,USFWS,USFWS,7,051699,12,,,,,1,7,2003,12/31/2003,12/31/2003,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,,H,P,FR,,138,N,5000,69692,,,5000,2528,,,C,0.035,35,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.931220991
T,4.1,8/3/2006,CDFW,CDWR,8,0601010002,15,,,,,1,3,2003,2/24/2004,2/24/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.51,54,N,5000,9693,,,5000,1017,,,,0.095,13,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.819063025
T,4.1,8/3/2006,CDFW,CDWR,8,0601010003,15,,,,,1,3,2003,2/24/2004,2/24/2004,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,1.51,54,N,5000,9547,,,5000,1002,,,,0.095,13,200,,,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,C,0.819038297
