log_id,date_identified,data_type,stream,site,run_year,issue_type,field,description,n_records,severity,alert_level,status,reviewer_notes,date_resolved,fix_script
rst__sacramento_river__knights_landing__2016__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2016,extreme_value,count_weekly,13 week(s) with catch above 4X medium (40) in run year 2016 at knights landing (sacramento river). Max weekly catch: 6007,13,minor,warning,open,,,
rst__sacramento_river__knights_landing__2017__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2017,extreme_value,count_weekly,20 week(s) with catch above 4X medium (40) in run year 2017 at knights landing (sacramento river). Max weekly catch: 1375,20,minor,warning,open,,,
rst__sacramento_river__knights_landing__2018__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2018,extreme_value,count_weekly,2 week(s) with catch above 4X medium (40) in run year 2018 at knights landing (sacramento river). Max weekly catch: 367,2,minor,warning,open,,,
rst__sacramento_river__knights_landing__2019__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2019,extreme_value,count_weekly,18 week(s) with catch above 4X medium (40) in run year 2019 at knights landing (sacramento river). Max weekly catch: 1251,18,minor,warning,open,,,
rst__sacramento_river__knights_landing__2020__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2020,extreme_value,count_weekly,10 week(s) with catch above 4X medium (40) in run year 2020 at knights landing (sacramento river). Max weekly catch: 1278,10,minor,warning,open,,,
rst__sacramento_river__knights_landing__2021__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2021,extreme_value,count_weekly,10 week(s) with catch above 4X medium (40) in run year 2021 at knights landing (sacramento river). Max weekly catch: 724,10,minor,warning,open,,,
rst__sacramento_river__knights_landing__2022__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2022,extreme_value,count_weekly,10 week(s) with catch above 4X medium (40) in run year 2022 at knights landing (sacramento river). Max weekly catch: 824,10,minor,warning,open,,,
rst__sacramento_river__knights_landing__2023__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2023,extreme_value,count_weekly,19 week(s) with catch above 4X medium (40) in run year 2023 at knights landing (sacramento river). Max weekly catch: 2556,19,minor,warning,open,,,
rst__sacramento_river__knights_landing__2024__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2024,extreme_value,count_weekly,17 week(s) with catch above 4X medium (40) in run year 2024 at knights landing (sacramento river). Max weekly catch: 2594,17,minor,warning,open,,,
rst__sacramento_river__knights_landing__2025__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2025,extreme_value,count_weekly,17 week(s) with catch above 4X medium (40) in run year 2025 at knights landing (sacramento river). Max weekly catch: 945,17,minor,warning,open,,,
rst__sacramento_river__knights_landing__2026__extreme_value__count_weekly,7/2/26,rst,sacramento river,knights landing,2026,extreme_value,count_weekly,7 week(s) with catch above 4X medium (40) in run year 2026 at knights landing (sacramento river). Max weekly catch: 6417,7,minor,warning,open,,,
rst__sacramento_river__tisdale__2010__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2010,extreme_value,count_weekly,2 week(s) with catch above 4X medium (16) in run year 2010 at tisdale (sacramento river). Max weekly catch: 84,2,minor,warning,open,,,
rst__sacramento_river__tisdale__2011__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2011,extreme_value,count_weekly,27 week(s) with catch above 4X medium (16) in run year 2011 at tisdale (sacramento river). Max weekly catch: 1376,27,minor,warning,open,,,
rst__sacramento_river__tisdale__2013__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2013,extreme_value,count_weekly,8 week(s) with catch above 4X medium (16) in run year 2013 at tisdale (sacramento river). Max weekly catch: 888,8,minor,warning,open,,,
rst__sacramento_river__tisdale__2014__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2014,extreme_value,count_weekly,14 week(s) with catch above 4X medium (16) in run year 2014 at tisdale (sacramento river). Max weekly catch: 28183,14,minor,warning,open,,,
rst__sacramento_river__tisdale__2015__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2015,extreme_value,count_weekly,11 week(s) with catch above 4X medium (16) in run year 2015 at tisdale (sacramento river). Max weekly catch: 4184,11,minor,warning,open,,,
rst__sacramento_river__tisdale__2016__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2016,extreme_value,count_weekly,19 week(s) with catch above 4X medium (16) in run year 2016 at tisdale (sacramento river). Max weekly catch: 3320,19,minor,warning,open,,,
rst__sacramento_river__tisdale__2017__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2017,extreme_value,count_weekly,16 week(s) with catch above 4X medium (16) in run year 2017 at tisdale (sacramento river). Max weekly catch: 1027,16,minor,warning,open,,,
rst__sacramento_river__tisdale__2018__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2018,extreme_value,count_weekly,7 week(s) with catch above 4X medium (16) in run year 2018 at tisdale (sacramento river). Max weekly catch: 54,7,minor,warning,open,,,
rst__sacramento_river__tisdale__2019__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2019,extreme_value,count_weekly,17 week(s) with catch above 4X medium (16) in run year 2019 at tisdale (sacramento river). Max weekly catch: 570,17,minor,warning,open,,,
rst__sacramento_river__tisdale__2020__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2020,extreme_value,count_weekly,12 week(s) with catch above 4X medium (16) in run year 2020 at tisdale (sacramento river). Max weekly catch: 2759,12,minor,warning,open,,,
rst__sacramento_river__tisdale__2021__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2021,extreme_value,count_weekly,13 week(s) with catch above 4X medium (16) in run year 2021 at tisdale (sacramento river). Max weekly catch: 1568,13,minor,warning,open,,,
rst__sacramento_river__tisdale__2022__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2022,extreme_value,count_weekly,16 week(s) with catch above 4X medium (16) in run year 2022 at tisdale (sacramento river). Max weekly catch: 1448,16,minor,warning,open,,,
rst__sacramento_river__tisdale__2023__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2023,extreme_value,count_weekly,21 week(s) with catch above 4X medium (16) in run year 2023 at tisdale (sacramento river). Max weekly catch: 1614,21,minor,warning,open,,,
rst__sacramento_river__tisdale__2024__extreme_value__count_weekly,7/2/26,rst,sacramento river,tisdale,2024,extreme_value,count_weekly,20 week(s) with catch above 4X medium (16) in run year 2024 at tisdale (sacramento river). Max weekly catch: 1924,20,minor,warning,open,,,
rst__yuba_river__hallwood__2000__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2000,extreme_value,count_weekly,16 week(s) with catch above 4X medium (1952) in run year 2000 at hallwood (yuba river). Max weekly catch: 124592,16,minor,warning,open,,,
rst__yuba_river__hallwood__2001__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2001,extreme_value,count_weekly,19 week(s) with catch above 4X medium (1952) in run year 2001 at hallwood (yuba river). Max weekly catch: 98920,19,minor,warning,open,,,
rst__yuba_river__hallwood__2002__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2002,extreme_value,count_weekly,19 week(s) with catch above 4X medium (1952) in run year 2002 at hallwood (yuba river). Max weekly catch: 54655,19,minor,warning,open,,,
rst__yuba_river__hallwood__2004__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2004,extreme_value,count_weekly,14 week(s) with catch above 4X medium (1952) in run year 2004 at hallwood (yuba river). Max weekly catch: 46536,14,minor,warning,open,,,
rst__yuba_river__hallwood__2005__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2005,extreme_value,count_weekly,17 week(s) with catch above 4X medium (1952) in run year 2005 at hallwood (yuba river). Max weekly catch: 49893,17,minor,warning,open,,,
rst__yuba_river__hallwood__2006__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2006,extreme_value,count_weekly,4 week(s) with catch above 4X medium (1952) in run year 2006 at hallwood (yuba river). Max weekly catch: 33021,4,minor,warning,open,,,
rst__yuba_river__hallwood__2007__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2007,extreme_value,count_weekly,23 week(s) with catch above 4X medium (1952) in run year 2007 at hallwood (yuba river). Max weekly catch: 74472,23,minor,warning,open,,,
rst__yuba_river__hallwood__2008__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2008,extreme_value,count_weekly,22 week(s) with catch above 4X medium (1952) in run year 2008 at hallwood (yuba river). Max weekly catch: 38306,22,minor,warning,open,,,
rst__yuba_river__hallwood__2009__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2009,extreme_value,count_weekly,11 week(s) with catch above 4X medium (1952) in run year 2009 at hallwood (yuba river). Max weekly catch: 7948,11,minor,warning,open,,,
rst__yuba_river__hallwood__2024__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2024,extreme_value,count_weekly,10 week(s) with catch above 4X medium (1952) in run year 2024 at hallwood (yuba river). Max weekly catch: 28416,10,minor,warning,open,,,
rst__yuba_river__hallwood__2026__extreme_value__count_weekly,7/2/26,rst,yuba river,hallwood,2026,extreme_value,count_weekly,6 week(s) with catch above 4X medium (1952) in run year 2026 at hallwood (yuba river). Max weekly catch: 6006,6,minor,warning,open,,,
rst__battle_creek__lbc__2016__low_sampling_effort__weeks_sampled,7/2/26,rst,battle creek,lbc,2016,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2016 at lbc (battle creek). Already excluded from modeling: TRUE,1,moderate,error,open,,,
rst__feather_river__herringer_riffle__2010__low_sampling_effort__weeks_sampled,7/2/26,rst,feather river,herringer riffle,2010,low_sampling_effort,weeks_sampled,Only 2 week(s) sampled in BTSPAS window for run year 2010 at herringer riffle (feather river). Already excluded from modeling: TRUE,2,moderate,error,open,,,
rst__feather_river__herringer_riffle__2011__low_sampling_effort__weeks_sampled,7/2/26,rst,feather river,herringer riffle,2011,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2011 at herringer riffle (feather river). Already excluded from modeling: TRUE,1,moderate,error,open,,,
rst__feather_river__steep_riffle__2013__low_sampling_effort__weeks_sampled,7/2/26,rst,feather river,steep riffle,2013,low_sampling_effort,weeks_sampled,Only 2 week(s) sampled in BTSPAS window for run year 2013 at steep riffle (feather river). Already excluded from modeling: TRUE,2,moderate,error,open,,,
rst__mill_creek__mill_creek__2021__low_sampling_effort__weeks_sampled,7/2/26,rst,mill creek,mill creek,2021,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2021 at mill creek (mill creek). Already excluded from modeling: TRUE,1,moderate,error,open,,,
rst__butte_creek__okie_dam__1996__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,1996,implausible_value,hours_fished,15 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1996 at okie dam (butte creek). Max value: 359.5,15,critical,error,open,,,
rst__butte_creek__okie_dam__1997__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,1997,implausible_value,hours_fished,4 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1997 at okie dam (butte creek). Max value: 360,4,critical,error,open,,,
rst__butte_creek__okie_dam__1998__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,1998,implausible_value,hours_fished,17 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1998 at okie dam (butte creek). Max value: 336,17,critical,error,open,,,
rst__butte_creek__okie_dam__1999__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,1999,implausible_value,hours_fished,35 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1999 at okie dam (butte creek). Max value: 336,35,critical,error,open,,,
rst__butte_creek__okie_dam__2000__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2000,implausible_value,hours_fished,32 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2000 at okie dam (butte creek). Max value: 504,32,critical,error,open,,,
rst__butte_creek__okie_dam__2001__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2001,implausible_value,hours_fished,30 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2001 at okie dam (butte creek). Max value: 504,30,critical,error,open,,,
rst__butte_creek__okie_dam__2002__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2002,implausible_value,hours_fished,28 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2002 at okie dam (butte creek). Max value: 504,28,critical,error,open,,,
rst__butte_creek__okie_dam__2003__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2003,implausible_value,hours_fished,24 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2003 at okie dam (butte creek). Max value: 336,24,critical,error,open,,,
rst__butte_creek__okie_dam__2004__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2004,implausible_value,hours_fished,30 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2004 at okie dam (butte creek). Max value: 503.5,30,critical,error,open,,,
rst__butte_creek__okie_dam__2005__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2005,implausible_value,hours_fished,5 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2005 at okie dam (butte creek). Max value: 504,5,critical,error,open,,,
rst__butte_creek__okie_dam__2006__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2006,implausible_value,hours_fished,18 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2006 at okie dam (butte creek). Max value: 336,18,critical,error,open,,,
rst__butte_creek__okie_dam__2007__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2007,implausible_value,hours_fished,15 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2007 at okie dam (butte creek). Max value: 504,15,critical,error,open,,,
rst__butte_creek__okie_dam__2008__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2008,implausible_value,hours_fished,19 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2008 at okie dam (butte creek). Max value: 504,19,critical,error,open,,,
rst__butte_creek__okie_dam__2013__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2013,implausible_value,hours_fished,27 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2013 at okie dam (butte creek). Max value: 336,27,critical,error,open,,,
rst__butte_creek__okie_dam__2014__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2014,implausible_value,hours_fished,26 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2014 at okie dam (butte creek). Max value: 336,26,critical,error,open,,,
rst__butte_creek__okie_dam__2015__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2015,implausible_value,hours_fished,8 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2015 at okie dam (butte creek). Max value: 336,8,critical,error,open,,,
rst__butte_creek__okie_dam__2018__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2018,implausible_value,hours_fished,33 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2018 at okie dam (butte creek). Max value: 504,33,critical,error,open,,,
rst__butte_creek__okie_dam__2019__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2019,implausible_value,hours_fished,8 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2019 at okie dam (butte creek). Max value: 336,8,critical,error,open,,,
rst__butte_creek__okie_dam__2020__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2020,implausible_value,hours_fished,31 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2020 at okie dam (butte creek). Max value: 336,31,critical,error,open,,,
rst__butte_creek__okie_dam__2021__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2021,implausible_value,hours_fished,31 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2021 at okie dam (butte creek). Max value: 336,31,critical,error,open,,,
rst__butte_creek__okie_dam__2022__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2022,implausible_value,hours_fished,36 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2022 at okie dam (butte creek). Max value: 336,36,critical,error,open,,,
rst__butte_creek__okie_dam__2023__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2023,implausible_value,hours_fished,39 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2023 at okie dam (butte creek). Max value: 336,39,critical,error,open,,,
rst__butte_creek__okie_dam__2024__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2024,implausible_value,hours_fished,38 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2024 at okie dam (butte creek). Max value: 336,38,critical,error,open,,,
rst__butte_creek__okie_dam__2025__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2025,implausible_value,hours_fished,25 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2025 at okie dam (butte creek). Max value: 336,25,critical,error,open,,,
rst__butte_creek__okie_dam__2026__implausible_value__hours_fished,7/2/26,rst,butte creek,okie dam,2026,implausible_value,hours_fished,16 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2026 at okie dam (butte creek). Max value: 336,16,critical,error,open,,,
rst__feather_river__gateway_riffle__2016__implausible_value__hours_fished,7/2/26,rst,feather river,gateway riffle,2016,implausible_value,hours_fished,1 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2016 at gateway riffle (feather river). Max value: 336,1,critical,error,open,,,
rst__feather_river__herringer_riffle__2004__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2004,implausible_value,hours_fished,25 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2004 at herringer riffle (feather river). Max value: 336,25,critical,error,open,,,
rst__feather_river__herringer_riffle__2005__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2005,implausible_value,hours_fished,31 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2005 at herringer riffle (feather river). Max value: 336,31,critical,error,open,,,
rst__feather_river__herringer_riffle__2006__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2006,implausible_value,hours_fished,7 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2006 at herringer riffle (feather river). Max value: 336,7,critical,error,open,,,
rst__feather_river__herringer_riffle__2008__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2008,implausible_value,hours_fished,21 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2008 at herringer riffle (feather river). Max value: 336,21,critical,error,open,,,
rst__feather_river__herringer_riffle__2012__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2012,implausible_value,hours_fished,21 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2012 at herringer riffle (feather river). Max value: 336,21,critical,error,open,,,
rst__feather_river__herringer_riffle__2013__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2013,implausible_value,hours_fished,21 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2013 at herringer riffle (feather river). Max value: 336,21,critical,error,open,,,
rst__feather_river__herringer_riffle__2019__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2019,implausible_value,hours_fished,11 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2019 at herringer riffle (feather river). Max value: 336,11,critical,error,open,,,
rst__feather_river__herringer_riffle__2020__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2020,implausible_value,hours_fished,29 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2020 at herringer riffle (feather river). Max value: 336,29,critical,error,open,,,
rst__feather_river__herringer_riffle__2021__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2021,implausible_value,hours_fished,4 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2021 at herringer riffle (feather river). Max value: 336,4,critical,error,open,,,
rst__feather_river__herringer_riffle__2022__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2022,implausible_value,hours_fished,24 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2022 at herringer riffle (feather river). Max value: 336,24,critical,error,open,,,
rst__feather_river__herringer_riffle__2023__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2023,implausible_value,hours_fished,13 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2023 at herringer riffle (feather river). Max value: 336,13,critical,error,open,,,
rst__feather_river__herringer_riffle__2024__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2024,implausible_value,hours_fished,17 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2024 at herringer riffle (feather river). Max value: 336,17,critical,error,open,,,
rst__feather_river__herringer_riffle__2025__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2025,implausible_value,hours_fished,24 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2025 at herringer riffle (feather river). Max value: 336,24,critical,error,open,,,
rst__feather_river__herringer_riffle__2026__implausible_value__hours_fished,7/2/26,rst,feather river,herringer riffle,2026,implausible_value,hours_fished,25 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2026 at herringer riffle (feather river). Max value: 336,25,critical,error,open,,,
rst__feather_river__sunset_pumps__2009__implausible_value__hours_fished,7/2/26,rst,feather river,sunset pumps,2009,implausible_value,hours_fished,24 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2009 at sunset pumps (feather river). Max value: 336,24,critical,error,open,,,
rst__feather_river__sunset_pumps__2010__implausible_value__hours_fished,7/2/26,rst,feather river,sunset pumps,2010,implausible_value,hours_fished,19 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2010 at sunset pumps (feather river). Max value: 336,19,critical,error,open,,,
rst__feather_river__sunset_pumps__2011__implausible_value__hours_fished,7/2/26,rst,feather river,sunset pumps,2011,implausible_value,hours_fished,20 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2011 at sunset pumps (feather river). Max value: 336,20,critical,error,open,,,
rst__sacramento_river__knights_landing__1996__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,1996,implausible_value,hours_fished,34 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1996 at knights landing (sacramento river). Max value: 336,34,critical,error,open,,,
rst__sacramento_river__knights_landing__1997__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,1997,implausible_value,hours_fished,53 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1997 at knights landing (sacramento river). Max value: 336,53,critical,error,open,,,
rst__sacramento_river__knights_landing__1998__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,1998,implausible_value,hours_fished,32 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1998 at knights landing (sacramento river). Max value: 336,32,critical,error,open,,,
rst__sacramento_river__knights_landing__1999__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,1999,implausible_value,hours_fished,39 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 1999 at knights landing (sacramento river). Max value: 336,39,critical,error,open,,,
rst__sacramento_river__knights_landing__2000__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2000,implausible_value,hours_fished,34 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2000 at knights landing (sacramento river). Max value: 336,34,critical,error,open,,,
rst__sacramento_river__knights_landing__2004__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2004,implausible_value,hours_fished,4 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2004 at knights landing (sacramento river). Max value: 336,4,critical,error,open,,,
rst__sacramento_river__knights_landing__2005__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2005,implausible_value,hours_fished,13 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2005 at knights landing (sacramento river). Max value: 336,13,critical,error,open,,,
rst__sacramento_river__knights_landing__2006__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2006,implausible_value,hours_fished,5 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2006 at knights landing (sacramento river). Max value: 336,5,critical,error,open,,,
rst__sacramento_river__knights_landing__2007__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2007,implausible_value,hours_fished,38 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2007 at knights landing (sacramento river). Max value: 336,38,critical,error,open,,,
rst__sacramento_river__knights_landing__2008__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2008,implausible_value,hours_fished,36 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2008 at knights landing (sacramento river). Max value: 336,36,critical,error,open,,,
rst__sacramento_river__knights_landing__2009__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2009,implausible_value,hours_fished,38 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2009 at knights landing (sacramento river). Max value: 336,38,critical,error,open,,,
rst__sacramento_river__knights_landing__2010__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2010,implausible_value,hours_fished,40 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2010 at knights landing (sacramento river). Max value: 336,40,critical,error,open,,,
rst__sacramento_river__knights_landing__2011__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2011,implausible_value,hours_fished,37 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2011 at knights landing (sacramento river). Max value: 336,37,critical,error,open,,,
rst__sacramento_river__knights_landing__2012__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2012,implausible_value,hours_fished,38 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2012 at knights landing (sacramento river). Max value: 336,38,critical,error,open,,,
rst__sacramento_river__knights_landing__2013__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2013,implausible_value,hours_fished,11 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2013 at knights landing (sacramento river). Max value: 336,11,critical,error,open,,,
rst__sacramento_river__knights_landing__2014__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2014,implausible_value,hours_fished,29 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2014 at knights landing (sacramento river). Max value: 336,29,critical,error,open,,,
rst__sacramento_river__knights_landing__2015__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2015,implausible_value,hours_fished,36 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2015 at knights landing (sacramento river). Max value: 336,36,critical,error,open,,,
rst__sacramento_river__knights_landing__2016__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2016,implausible_value,hours_fished,38 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2016 at knights landing (sacramento river). Max value: 336,38,critical,error,open,,,
rst__sacramento_river__knights_landing__2017__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2017,implausible_value,hours_fished,42 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2017 at knights landing (sacramento river). Max value: 336,42,critical,error,open,,,
rst__sacramento_river__knights_landing__2018__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2018,implausible_value,hours_fished,42 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2018 at knights landing (sacramento river). Max value: 336,42,critical,error,open,,,
rst__sacramento_river__knights_landing__2019__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2019,implausible_value,hours_fished,42 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2019 at knights landing (sacramento river). Max value: 336,42,critical,error,open,,,
rst__sacramento_river__knights_landing__2020__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2020,implausible_value,hours_fished,36 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2020 at knights landing (sacramento river). Max value: 336,36,critical,error,open,,,
rst__sacramento_river__knights_landing__2021__implausible_value__hours_fished,7/2/26,rst,sacramento river,knights landing,2021,implausible_value,hours_fished,36 week(s) with hours_fished > 168 (impossible for a 7-day week) in run year 2021 at knights landing (sacramento river). Max value: 336,36,critical,error,open,,,
