week,year,stream,gage_number,gage_agency,site_group,parameter,statistic,value
42,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,11.981064958592132
42,2002,clear creek,LCC,USFWS,clear creek,temperature,min,10.55
43,2002,clear creek,LCC,USFWS,clear creek,temperature,max,13.18
43,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,11.440892857142858
43,2002,clear creek,LCC,USFWS,clear creek,temperature,min,9.92
44,2002,clear creek,LCC,USFWS,clear creek,temperature,max,12.25
44,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,10.114710317460318
44,2002,clear creek,LCC,USFWS,clear creek,temperature,min,8.53
45,2002,clear creek,LCC,USFWS,clear creek,temperature,max,12.09
45,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,10.833436550151974
45,2002,clear creek,LCC,USFWS,clear creek,temperature,min,9.15
46,2002,clear creek,LCC,USFWS,clear creek,temperature,max,11.94
46,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,10.533541666666666
46,2002,clear creek,LCC,USFWS,clear creek,temperature,min,9.15
47,2002,clear creek,LCC,USFWS,clear creek,temperature,max,11.79
47,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,10.441394376899696
47,2002,clear creek,LCC,USFWS,clear creek,temperature,min,9.15
48,2002,clear creek,LCC,USFWS,clear creek,temperature,max,10.86
48,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,9.499812370600415
48,2002,clear creek,LCC,USFWS,clear creek,temperature,min,8.53
49,2002,clear creek,LCC,USFWS,clear creek,temperature,max,11.02
49,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,9.451073961499493
49,2002,clear creek,LCC,USFWS,clear creek,temperature,min,8.23
50,2002,clear creek,LCC,USFWS,clear creek,temperature,max,10.86
50,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,10.046042933130698
50,2002,clear creek,LCC,USFWS,clear creek,temperature,min,9.31
51,2002,clear creek,LCC,USFWS,clear creek,temperature,max,10.08
51,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,8.725041160081053
51,2002,clear creek,LCC,USFWS,clear creek,temperature,min,7.46
52,2002,clear creek,LCC,USFWS,clear creek,temperature,max,9.77
52,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,8.653042679837894
52,2002,clear creek,LCC,USFWS,clear creek,temperature,min,7.61
53,2002,clear creek,LCC,USFWS,clear creek,temperature,max,9.77
53,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,9.196041666666666
53,2002,clear creek,LCC,USFWS,clear creek,temperature,min,8.69
1,2003,clear creek,LCC,USFWS,clear creek,temperature,max,9.61
1,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.795625000000001
1,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.31
2,2003,clear creek,LCC,USFWS,clear creek,temperature,max,11.02
2,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,9.455029761904763
2,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.77
3,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.24
3,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,9.220471757852078
3,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.23
4,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.86
4,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,9.554140070921987
4,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.53
5,2003,clear creek,LCC,USFWS,clear creek,temperature,max,9.92
5,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.537083333333333
5,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.15
6,2003,clear creek,LCC,USFWS,clear creek,temperature,max,9.15
6,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,7.8559375
6,2003,clear creek,LCC,USFWS,clear creek,temperature,min,6.68
7,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.55
7,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.721458333333333
7,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.15
8,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.71
8,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.919595997973657
8,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.31
9,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.39
9,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.349055851063829
9,2003,clear creek,LCC,USFWS,clear creek,temperature,min,6.68
10,2003,clear creek,LCC,USFWS,clear creek,temperature,max,10.71
10,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,8.826041666666667
10,2003,clear creek,LCC,USFWS,clear creek,temperature,min,7.15
11,2003,clear creek,LCC,USFWS,clear creek,temperature,max,11.82
11,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,10.19047120721554
11,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.26
12,2003,clear creek,LCC,USFWS,clear creek,temperature,max,12.59
12,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,10.420410334346503
12,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.42
13,2003,clear creek,LCC,USFWS,clear creek,temperature,max,14.29
13,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,11.453292806484297
13,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.72
14,2003,clear creek,LCC,USFWS,clear creek,temperature,max,14.13
14,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,10.457752246597066
14,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.26
15,2003,clear creek,LCC,USFWS,clear creek,temperature,max,14.13
15,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,10.899229272205336
15,2003,clear creek,LCC,USFWS,clear creek,temperature,min,8.72
16,2003,clear creek,LCC,USFWS,clear creek,temperature,max,13.67
16,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,11.123911474164133
16,2003,clear creek,LCC,USFWS,clear creek,temperature,min,9.34
17,2003,clear creek,LCC,USFWS,clear creek,temperature,max,12.9
17,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,10.790049392097265
17,2003,clear creek,LCC,USFWS,clear creek,temperature,min,9.34
18,2003,clear creek,LCC,USFWS,clear creek,temperature,max,14.13
18,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,12.093065476190475
18,2003,clear creek,LCC,USFWS,clear creek,temperature,min,10.89
19,2003,clear creek,LCC,USFWS,clear creek,temperature,max,16.18
19,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,12.60488095238095
19,2003,clear creek,LCC,USFWS,clear creek,temperature,min,9.64
20,2003,clear creek,LCC,USFWS,clear creek,temperature,max,16.81
20,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,13.657034574468087
20,2003,clear creek,LCC,USFWS,clear creek,temperature,min,10.58
21,2003,clear creek,LCC,USFWS,clear creek,temperature,max,18.26
21,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,15.23873986828774
21,2003,clear creek,LCC,USFWS,clear creek,temperature,min,12.43
22,2003,clear creek,LCC,USFWS,clear creek,temperature,max,19.87
22,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,15.838511271529887
22,2003,clear creek,LCC,USFWS,clear creek,temperature,min,13.21
23,2003,clear creek,LCC,USFWS,clear creek,temperature,max,20.52
23,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,17.4775
23,2003,clear creek,LCC,USFWS,clear creek,temperature,min,14.6
24,2003,clear creek,LCC,USFWS,clear creek,temperature,max,21.01
24,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,17.478526469098277
24,2003,clear creek,LCC,USFWS,clear creek,temperature,min,14.92
25,2003,clear creek,LCC,USFWS,clear creek,temperature,max,20.36
25,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,16.931336119554206
25,2003,clear creek,LCC,USFWS,clear creek,temperature,min,14.13
26,2003,clear creek,LCC,USFWS,clear creek,temperature,max,22.51
26,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,18.01120187436677
26,2003,clear creek,LCC,USFWS,clear creek,temperature,min,14.44
27,2003,clear creek,LCC,USFWS,clear creek,temperature,max,23.68
27,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,19.147460739614996
27,2003,clear creek,LCC,USFWS,clear creek,temperature,min,15.07
28,2003,clear creek,LCC,USFWS,clear creek,temperature,max,24.55
28,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,19.934315476190477
28,2003,clear creek,LCC,USFWS,clear creek,temperature,min,15.87
29,2003,clear creek,LCC,USFWS,clear creek,temperature,max,25.42
29,2003,clear creek,LCC,USFWS,clear creek,temperature,mean,20.52413880445795
29,2003,clear creek,LCC,USFWS,clear creek,temperature,min,16.66
30,2003,clear creek,LCC,USFWS,clear creek,temperature,max,25.59
