Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1997,102,347,877,1289,NA,NA,NA,0.03620967081101617,249,90200,98,45,1003.4,4080,53,91,100,90,6,23,8,39060.00000000003,12400,29440.000000000004,1,2,1
1998,102,296,1210,2679,2,1110.0233749864299,13,0.04941176470588235,35,10700,261,178,2596.999999999999,5750,83,NA,134.5,NA,NA,7,NA,39060.00000000003,12400,29440.000000000004,NA,4,NA
1999,112,349,766,1119,NA,NA,NA,0.017167381974248927,192,12200,157,125,1564,2590,32,NA,126.5,NA,NA,5,NA,39060.00000000003,12400,29440.000000000004,NA,4,NA
2000,NA,266,NA,NA,NA,NA,NA,0.02739994712739739,106,11100,160,65,793.4,2570,95,NA,142.5,NA,NA,3,NA,39060.00000000003,12400,29440.000000000004,NA,2,NA
2001,63,348,441,525.8,NA,NA,NA,0.07207425496400326,23,1590,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2002,77,346,459,517.2,NA,NA,NA,0.014696382428940568,168,4100,178,133,475.2,1630,45,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2003,77,344,567,609.6,NA,NA,NA,0.034421715184893786,98,5660,246,189,1174,2190,57,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2004,266,259,915,1560,NA,NA,NA,0.019867549668874173,106,7380,153,98,608.2,1945,55,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2005,118,310,750,945.6,4,2220.007362509618,69,0.03161060142711519,73,18600,237,78,962.4,2610,159,231,230,230,1,5,3,39060.00000000003,12400,29440.000000000004,1,1,1
2006,145,279,539,1650,2,946.9991236031469,38,0.04504504504504504,64,21500,215,153,2228.000000000001,5970,62,91,175,138,3,37,5,39060.00000000003,12400,29440.000000000004,1,7,2
2007,234,198,717,1010,NA,NA,NA,0.014184397163120567,45,4470,153,95,574.4,1050,58,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2008,122,352,552.5,635.8,NA,NA,NA,0.01349527665317139,201,4600,151,85,563.4,990,66,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2009,107,351,568,758,NA,NA,NA,0.026881720430107527,123,3760,228,120,677.6,1165,108,NA,216,NA,NA,1,NA,39060.00000000003,12400,29440.000000000004,NA,1,NA
2010,67,346,749,819.8,NA,NA,NA,0.026169047153198982,88,5310,258,166,826.5,1495,92,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2011,165,345,649,786,2,2709.956995004695,24,0.0293927545228237,73,9080,272,225,1384,4970,47,NA,166,NA,NA,13,NA,39060.00000000003,12400,29440.000000000004,NA,5,NA
2012,63,342,703,891,NA,NA,NA,0.0228370006408887,129,11600,213,69,697.6,3240,144,NA,167,NA,NA,2,NA,39060.00000000003,12400,29440.000000000004,NA,1,NA
2013,132,342,543.5,604,NA,NA,NA,0.015238511956851749,272,6230,70,31,550,694,39,NA,61,NA,NA,3,NA,39060.00000000003,12400,29440.000000000004,NA,1,NA
2014,36,351,428,446,5,856.9992531543442,30,0.03619909502262444,24,864,327,219,538.8,657,108,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2015,209,250,393,526.4000000000001,NA,NA,NA,0.01584786053882726,111,919,139,118,508.1,587.5,21,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2016,164,253,672.5,1547.0000000000002,NA,NA,NA,0.03567234814788457,82,13900,171,78,695.7,1155,93,NA,162,165,NA,9,1,39060.00000000003,12400,29440.000000000004,NA,3,1
2017,185,320,814,1633.9999999999995,NA,NA,NA,0.04620909186572661,182,37100,138,87,934.2,7160,51,114.5,141.5,129,9,54,12,39060.00000000003,12400,29440.000000000004,2,10,3
2018,198,253,770.5,1467.000000000001,5,4617.288814847304,47,0.032679738562091505,61,30300,192,53,993.2,5140,139,NA,178.5,180,NA,7,2,39060.00000000003,12400,29440.000000000004,NA,2,2
2019,115,295,815,1842.0000000000002,NA,NA,NA,0.04691307510456447,43,7830,252,167,1274.0000000000002,5880,85,NA,148,NA,NA,8,NA,39060.00000000003,12400,29440.000000000004,NA,3,NA
2020,114,355,560.5,617.8,NA,NA,NA,0.08397413724290237,26,2310,329,285,809,1050,44,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2021,123,245,431,445.8,5,909.9983849734502,16,0.03416856492027335,25,967,220,117,538.2,747,103,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2022,69,380,544,676.4,NA,NA,NA,0.018691588785046728,290,4990,90,88,420,481.5,2,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
2023,97,342,539,672.8,4,1289.9693464364168,64,0.04383857794859476,103,10700,239,170,1482.0000000000007,5795,69,NA,137.5,NA,NA,13,NA,39060.00000000003,12400,29440.000000000004,NA,4,NA
2024,141,298,574,1350,NA,NA,NA,0.02162414891440928,61,6430,237,164,851,3165,73,NA,NA,NA,NA,NA,NA,39060.00000000003,12400,29440.000000000004,NA,NA,NA
